"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/3/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Buen café","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Aspectos destacados/1/Deliciosos postres","additionalInfo/Estacionamiento/0","additionalInfo/Estacionamiento/0/Estacionamiento en el lugar","additionalInfo/Estacionamiento/1/Estacionamiento gratuito","additionalInfo/Estacionamiento/2/Estacionamiento gratuito en la calle","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Menores/1/Menú para niños","additionalInfo/Menores/2/Sillas altas","additionalInfo/Opciones de servicio/0/Asientos al aire libre","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Para llevar","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Consumo en el lugar","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega a domicilio","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/3/Para llevar","additionalInfo/Opciones de servicio/4/Consumo en el lugar","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones del local/0/Desayunos","additionalInfo/Opciones del local/1/Desayuno-almuerzo","additionalInfo/Opciones del local/2/Almuerzo","additionalInfo/Opciones del local/3/Postres","additionalInfo/Opciones del local/4/Espacio con asientos","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Solo dinero en efectivo","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se aceptan reservas","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Planificación/1/Visita rápida","additionalInfo/Popular por/0/Desayuno","additionalInfo/Popular por/1/Almuerzo","additionalInfo/Popular por/2/Cena en solitario","additionalInfo/Popular por/3/Un buen lugar para trabajar con una laptop","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Grupos","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Público usual/1/Turistas","additionalInfo/Qué ofrece/0/Bocadillos","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Vestuario femenino","additionalInfo/Qué ofrece/1/Café","additionalInfo/Qué ofrece/2/Comidas durante la madrugada","additionalInfo/Reciclaje/0/Dispositivos electrónicos","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","additionalOpeningHours/Horario de atención en línea/0/day","additionalOpeningHours/Horario de atención en línea/0/hours","additionalOpeningHours/Horario de atención en línea/1/day","additionalOpeningHours/Horario de atención en línea/1/hours","additionalOpeningHours/Horario de atención en línea/2/day","additionalOpeningHours/Horario de atención en línea/2/hours","additionalOpeningHours/Horario de atención en línea/3/day","additionalOpeningHours/Horario de atención en línea/3/hours","additionalOpeningHours/Horario de atención en línea/4/day","additionalOpeningHours/Horario de atención en línea/4/hours","additionalOpeningHours/Horario de atención en línea/5/day","additionalOpeningHours/Horario de atención en línea/5/hours","additionalOpeningHours/Horario de atención en línea/6/day","additionalOpeningHours/Horario de atención en línea/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","locatedIn","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","plusCode","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rivadavia 496, B7300 Azul, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","4522828359623906701","Azul","true","AR","0x959427005529397b:0x3ec4506e1b72158d",,,,"false","/g/11xd970qcb","es-419","Azul, pcia buenos aires","-36.7746611","-59.8626234",,,,,,,,,,,,,,,,"false",,,"ChIJezkpVQAnlJURjRVyG25QxD4","64GP+4X Azul, Provincia de Buenos Aires, Argentina",,,"1","0",,,,,,"2025-05-19T00:03:00.547Z","https://www.google.com/maps/search/Comercio/@-36.7499460846018,-59.88064751967227,16z?hl=es-419","Comercio","Provincia de Buenos Aires","Rivadavia 496","false","La Casa de los Trofeos",,"https://www.google.com/maps/search/?api=1&query=La%20Casa%20de%20los%20Trofeos&query_place_id=ChIJezkpVQAnlJURjRVyG25QxD4",
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colón Nte. 117, B7300 Azul, Provincia de Buenos Aires, Argentina","Tienda de artículos para el hogar",,,,,,,"Tienda de artículos para el hogar","11350415719916453428","Azul","false","AR","0x959427b6463788e5:0x9d84c6f5cea13e34",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQAaOmvZ2z1z4lvQMpA2KLuyQFp5o7mGWzDytv5YF0PQfwP7XAE6kj-TlUSNLzb_IKC7RiPbPlQmsIhl80ixI-u75r5xA2BufhbZirEShz8aLrep1Ejb9JV3W-W_GeTpQtjyyg=w408-h544-k-no","44","false","/g/11j75xbv_7","es-419",,"-36.7672813","-59.851848",,,,,,,,,,,,,,,,"false","+54 2281 50-2996","+542281502996","ChIJ5Yg3RrYnlJURND6hzvXGhJ0",,"B7300",,"1","73",,,,,,"2025-05-19T00:03:02.157Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires","Colón Nte. 117","false","La Escoba Loca","4.8","https://www.google.com/maps/search/?api=1&query=La%20Escoba%20Loca&query_place_id=ChIJ5Yg3RrYnlJURND6hzvXGhJ0",
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monseñor Caneva Nte. 160, B7300 Azul, Provincia de Buenos Aires, Argentina","Tienda general",,,,,,,"Tienda general","5816640950476701172","Azul","true","AR","0x959427595a3d03c3:0x50b8dc2067277df4",,,,"false","/g/11lh6jfq35","es-419",,"-36.7743527","-59.8418982",,,,,,,,,,,,,,,,"false","+54 2281 31-0611","+542281310611","ChIJwwM9WlknlJUR9H0nZyDcuFA",,,,"2","12",,,,,,"2025-05-19T00:03:02.157Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires","Monseñor Caneva Nte. 160","false","Artículos magali","4.3","https://www.google.com/maps/search/?api=1&query=Art%C3%ADculos%20magali&query_place_id=ChIJwwM9WlknlJUR9H0nZyDcuFA",
"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burgos Nte. 100, B7300 Azul, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","3479839842410315100","Azul","false","AR","0x95942743cbde0199:0x304adfe6521e3d5c",,"https://lh3.googleusercontent.com/p/AF1QipPV0VYkVvn3zfCgualFjP9POsmAYza7YT0ETBJ_=w426-h240-k-no","6","false","/g/11f7b_j891","es-419",,"-36.7681448","-59.8513049",,"domingo","Cerrado","lunes","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","martes","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","miércoles","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","jueves","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","viernes","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","sábado","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","false","+54 2281 42-3119","+542281423119","ChIJmQHey0MnlJURXD0eUubfSjA",,"B7300",,"3","127",,,,,,"2025-05-19T00:03:02.157Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires","Burgos Nte. 100","false","Autoservicio San Jorge","4.6","https://www.google.com/maps/search/?api=1&query=Autoservicio%20San%20Jorge&query_place_id=ChIJmQHey0MnlJURXD0eUubfSjA",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Julio Argentino Roca 846, B7300 Azul, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","6045243053096123417","Azul","true","AR","0x95942772177f1839:0x53e5048718b13c19",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WQnGTmaSbHhcH7RNl-Hcog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.672348&pitch=0&thumbfov=100","1","false","/g/1q62d7tn8","es-419",,"-36.7850672","-59.8592544",,,,,,,,,,,,,,,,"false","+54 2281 43-0338","+542281430338","ChIJORh_F3InlJURGTyxGIcE5VM",,,,"4","4",,,,,,"2025-05-19T00:03:02.158Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires","Julio Argentino Roca 846","false","Asociacion Latina de Exportacion SA","3.3","https://www.google.com/maps/search/?api=1&query=Asociacion%20Latina%20de%20Exportacion%20SA&query_place_id=ChIJORh_F3InlJURGTyxGIcE5VM",
,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IAA, Colón 45, B7300 Azul, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","15425607949758367108","Azul","true","AR","0x959427002c29c7eb:0xd612c4b3b1ca0584",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-ld7lXWCQUeWg4z8HfT7KG8LKlNTrSojCgOveNXmNyGPhPmAgfMZt8grKiPZpTYfnxi6M8oAxEfSXFqXK7Ru88zRv-S4pUHxmGj8txK39YtlozKMcTZXJ0Uf6O2W3jX_sDb-T6f536iM=w408-h883-k-no","11","false","/g/11x5_1wx3q","es-419",,"-36.7693194","-59.8543425",,,,,,,,,,,,,,,,"false",,,"ChIJ68cpLAAnlJURhAXKsbPEEtY",,"B7300",,"5","2",,,,,,"2025-05-19T00:03:02.158Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires","IAA, Colón 45","false","Jaque Mate","5","https://www.google.com/maps/search/?api=1&query=Jaque%20Mate&query_place_id=ChIJ68cpLAAnlJURhAXKsbPEEtY",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Mujica, B7300 Azul, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","5976305802860988834","Azul","true","AR","0x95969d7ebbec7f55:0x52f01a76c0a289a2",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uW1gIEYIb6eTk-GEEOD40A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.1178&pitch=0&thumbfov=100","1","false","/g/11bbrnfmh7","es-419",,"-36.7661061","-59.8362925",,,,,,,,,,,,,,,,"false","+54 2281 43-0966","+542281430966","ChIJVX_su36dlpURoomiwHYa8FI",,,,"6","1",,,,,,"2025-05-19T00:03:02.158Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires","Av. Mujica","false","Eco System SA","5","https://www.google.com/maps/search/?api=1&query=Eco%20System%20SA&query_place_id=ChIJVX_su36dlpURoomiwHYa8FI",
,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,,,"true","true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aldaz 451-499, B7300 Azul, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","8897909213776381077","Azul","false","AR","0x959427867263405b:0x7b7bb9496ad10495",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NxYDTV1c0W15YmWcWI15WA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.79605&pitch=0&thumbfov=100","2","false","/g/11c1y677_g","es-419",,"-36.7645249","-59.8461452",,"domingo","10 AM to 2 PM, 6 to 10 PM","lunes","10 AM to 3 PM, 5 to 10 PM","martes","10 AM to 3 PM, 5 to 10 PM","miércoles","10 AM to 3 PM, 5 to 10 PM","jueves","10 AM to 3 PM, 5 to 10 PM","viernes","10 AM to 3 PM, 5 to 10 PM","sábado","10 AM to 3 PM, 5 to 10 PM","false","+54 2281 49-3233","+542281493233","ChIJW0BjcoYnlJURlQTRakm5e3s",,,,"7","36",,,,,,"2025-05-19T00:03:02.158Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires","Aldaz 451-499","false","Despensa y Anexos BIYO","4.5","https://www.google.com/maps/search/?api=1&query=Despensa%20y%20Anexos%20BIYO&query_place_id=ChIJW0BjcoYnlJURlQTRakm5e3s",
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B7300 Azul, Provincia de Buenos Aires, Argentina","Comercio",,,,,,,"Comercio","14087429798217511142","Azul","true","AR","0x95942772eb7397e5:0xc3809ac35901f0e6",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rclGYuv_nGbWkHFrbcaQ7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.82645&pitch=0&thumbfov=100","1","false","/g/11s1pwy_q9","es-419",,"-36.7586679","-59.8739276",,,,,,,,,,,,,,,,"false",,,"ChIJ5Zdz63InlJUR5vABWcOagMM",,,,"8","10",,,,,,"2025-05-19T00:03:02.159Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires",,"false","El Trueque Azul","4","https://www.google.com/maps/search/?api=1&query=El%20Trueque%20Azul&query_place_id=ChIJ5Zdz63InlJUR5vABWcOagMM",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necochea 74 B7300FVB, B7300FVB Azul, Provincia de Buenos Aires, Argentina","Carnicería",,,,,,,"Carnicería","6992667335689687152","Azul","true","AR","0x9594270068b32991:0x610af1e4a042d070",,,,"false","/g/11ycjmbm65","es-419",,"-36.7736897","-59.8507104",,,,,,,,,,,,,,,,"false",,,"ChIJkSmzaAAnlJURcNBCoOTxCmE",,"B7300",,"9","0",,,,,,"2025-05-19T00:03:02.159Z","https://www.google.com/maps/search/Comercio/@-36.7361731269027,-59.84623648032771,16z?hl=es-419","Comercio","Provincia de Buenos Aires","Necochea 74 B7300FVB","false","La fiambreria",,"https://www.google.com/maps/search/?api=1&query=La%20fiambreria&query_place_id=ChIJkSmzaAAnlJURcNBCoOTxCmE",
