"additionalInfo/Accesibilidad/0/Bucle magnético de asistencia","additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/0/Agradable","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/1/Informal","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/2/Relajado","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Asientos en la terraza","additionalInfo/Aspectos destacados/0/Buen café","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Aspectos destacados/0/Deliciosos postres","additionalInfo/Aspectos destacados/1/Buen café","additionalInfo/Aspectos destacados/1/Deliciosos postres","additionalInfo/Aspectos destacados/1/Muy buena selección de cervezas","additionalInfo/Aspectos destacados/2/Chimenea","additionalInfo/Aspectos destacados/3/Deliciosos postres","additionalInfo/Aspectos destacados/4/Música en vivo","additionalInfo/Aspectos destacados/5/Muy buena selección de cervezas","additionalInfo/Estacionamiento/0/Estacionamiento en el lugar","additionalInfo/Estacionamiento/0/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/1/Estacionamiento gratuito","additionalInfo/Estacionamiento/2/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/3/Garage de stacionamiento gratuito","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Mascotas/0/Se permiten perros","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Menores/1/Menú para niños","additionalInfo/Menores/1/Sillas altas","additionalInfo/Menores/2/Sillas altas","additionalInfo/Opciones de servicio/0/Asientos al aire libre","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Compras en tienda","additionalInfo/Opciones de servicio/0/Consumo en el lugar","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Estimaciones en línea","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Citas en línea","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Entrega sin contacto","additionalInfo/Opciones de servicio/1/Para llevar","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/1/Servicios en el lugar","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Consumo en el lugar","additionalInfo/Opciones de servicio/2/Entrega a domicilio","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Para llevar","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega a domicilio","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/3/Para llevar","additionalInfo/Opciones de servicio/4/Consumo en el lugar","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Servicios en el lugar","additionalInfo/Opciones de servicio/5/Entrega el mismo día","additionalInfo/Opciones del local/0/Almuerzo","additionalInfo/Opciones del local/0/Desayunos","additionalInfo/Opciones del local/0/Postres","additionalInfo/Opciones del local/1/Almuerzo","additionalInfo/Opciones del local/1/Desayuno-almuerzo","additionalInfo/Opciones del local/2/Cena","additionalInfo/Opciones del local/2/Postres","additionalInfo/Opciones del local/3/Espacio con asientos","additionalInfo/Opciones del local/3/Servicio de catering","additionalInfo/Opciones del local/4/Postres","additionalInfo/Opciones del local/5/Espacio con asientos","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se aceptan reservas","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Planificación/1/Visita rápida","additionalInfo/Popular por/0/Almuerzo","additionalInfo/Popular por/0/Cena en solitario","additionalInfo/Popular por/1/Un buen lugar para trabajar con una laptop","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Grupos","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Público usual/2/Grupos","additionalInfo/Público usual/3/Recomendable para ir en familia","additionalInfo/Qué ofrece/0/Alcohol","additionalInfo/Qué ofrece/0/Bocadillos","additionalInfo/Qué ofrece/0/Café","additionalInfo/Qué ofrece/0/Cambio de aceite","additionalInfo/Qué ofrece/0/Cambio de cheques","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/0/Servicios de reparación","additionalInfo/Qué ofrece/0/Vestuario femenino","additionalInfo/Qué ofrece/1/Aperitivos","additionalInfo/Qué ofrece/1/Café","additionalInfo/Qué ofrece/1/Comida preparada","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/1/Intercambio de tanques de propano","additionalInfo/Qué ofrece/1/Productos orgánicos","additionalInfo/Qué ofrece/1/Servicios de reparación","additionalInfo/Qué ofrece/2/Bebidas en hora feliz","additionalInfo/Qué ofrece/2/Bocadillos","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/2/Lavadero de autos","additionalInfo/Qué ofrece/2/Productos orgánicos","additionalInfo/Qué ofrece/3/Bocadillos","additionalInfo/Qué ofrece/3/Café","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Qué ofrece/4/Café","additionalInfo/Qué ofrece/4/Cerveza","additionalInfo/Qué ofrece/5/Cerveza","additionalInfo/Qué ofrece/5/Vino","additionalInfo/Qué ofrece/6/Cócteles","additionalInfo/Qué ofrece/7/Comidas en hora feliz","additionalInfo/Qué ofrece/8/Opciones veganas","additionalInfo/Qué ofrece/9/Platos vegetarianos","additionalInfo/Qué ofrece/10/Vino","additionalInfo/Reciclaje/0/Baterías","additionalInfo/Reciclaje/0/Bolsas plásticas","additionalInfo/Reciclaje/0/Dispositivos electrónicos","additionalInfo/Reciclaje/1/Bolsas plásticas","additionalInfo/Reciclaje/1/Botellas plásticas","additionalInfo/Reciclaje/2/Botellas de vidrio","additionalInfo/Reciclaje/3/Botellas plásticas","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Sanitarios unisex","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Tiene bar","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","additionalInfo/Servicios/2/Tiene bar","additionalInfo/Servicios/2/Wi-Fi","additionalInfo/Servicios/3/Tiene Wi-Fi gratis","additionalInfo/Servicios/3/Wi-Fi","additionalInfo/Servicios/4/Tiene Wi-Fi gratis","additionalOpeningHours/Brunch/0/day","additionalOpeningHours/Brunch/0/hours","additionalOpeningHours/Brunch/1/day","additionalOpeningHours/Brunch/1/hours","additionalOpeningHours/Brunch/2/day","additionalOpeningHours/Brunch/2/hours","additionalOpeningHours/Brunch/3/day","additionalOpeningHours/Brunch/3/hours","additionalOpeningHours/Brunch/4/day","additionalOpeningHours/Brunch/4/hours","additionalOpeningHours/Brunch/5/day","additionalOpeningHours/Brunch/5/hours","additionalOpeningHours/Brunch/6/day","additionalOpeningHours/Brunch/6/hours","additionalOpeningHours/Horario de atención en línea/0/day","additionalOpeningHours/Horario de atención en línea/0/hours","additionalOpeningHours/Horario de atención en línea/1/day","additionalOpeningHours/Horario de atención en línea/1/hours","additionalOpeningHours/Horario de atención en línea/2/day","additionalOpeningHours/Horario de atención en línea/2/hours","additionalOpeningHours/Horario de atención en línea/3/day","additionalOpeningHours/Horario de atención en línea/3/hours","additionalOpeningHours/Horario de atención en línea/4/day","additionalOpeningHours/Horario de atención en línea/4/hours","additionalOpeningHours/Horario de atención en línea/5/day","additionalOpeningHours/Horario de atención en línea/5/hours","additionalOpeningHours/Horario de atención en línea/6/day","additionalOpeningHours/Horario de atención en línea/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageCategories/0","imageCategories/1","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","plusCode","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Muñiz 49, B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Tienda de repuestos de automóviles usados",,,,,"Tienda de repuestos de automóviles usados","49106019466115610","Benito Juárez","false","AR",,"0x95917d1f2cb78215:0xae75aa1e9c7a1a",,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFTY2xN7TX1mODcm1EARYECZaqbfbY-3MI3RytpUHJF6loC7IhbiCUyElFUMxd5J2Zv26k3KmHA_VO3m1Z5aqzhSjudFP-uvmO7tKx86kJewoiAZCARMCYs8GbwdYI4mvmd4ug=w408-h306-k-no","2","false","/g/11bbrkkrxn","es-419","-37.6784356","-59.8006522",,"miércoles","8 AM to 9 PM","jueves","8 AM to 9 PM","viernes","8 AM to 9 PM","sábado","8 AM to 9 PM","domingo","Cerrado","lunes","8 AM to 9 PM","martes","8 AM to 9 PM","false","+54 2281 46-6108","+542281466108","ChIJFYK3LB99kZURGnqcHqp1rgA",,,,"1","66",,,,,,"2025-05-29T00:53:21.747Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Muñiz 49","false","Serantes Accesorios","4.6","https://www.google.com/maps/search/?api=1&query=Serantes%20Accesorios&query_place_id=ChIJFYK3LB99kZURGnqcHqp1rgA",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Muñiz 251-299, B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Tienda de repuestos para coches de carreras",,,,,"Tienda de repuestos para coches de carreras","2591113723016538219","Benito Juárez","true","AR",,"0x95917d19f7431465:0x23f57c33e90a686b",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vp4kjEzYM-JH0c__-_D-dA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.29306&pitch=0&thumbfov=100","1","false","/g/11c71p3gb6","es-419","-37.6823028","-59.8057421",,,,,,,,,,,,,,,,"false",,,"ChIJZRRD9xl9kZURa2gK6TN89SM",,,,"2","11",,,,,,"2025-05-29T00:53:21.748Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Muñiz 251-299","false","Carlos REYNOSO REPUESTOS AGRICOLAS","4.9","https://www.google.com/maps/search/?api=1&query=Carlos%20REYNOSO%20REPUESTOS%20AGRICOLAS&query_place_id=ChIJZRRD9xl9kZURa2gK6TN89SM",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan 126, B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Tienda de accesorios para automóviles",,,,,"Tienda de accesorios para automóviles","10131347845469440383","Benito Juárez","true","AR",,"0x95917d07311fc415:0x8c99c72ff120097f",,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrmz7jUNtgpfd0XGzY_UpYU0zb5ZOBcjNqDzodXm_DB4MzITIRQTPiXmfV3FzCxIfHPD2j8QmPHvaeYhANUQzZ_j7cJWhhI1AxfE44tDHay621L3b_LG1JRk06vl_jtBROqlJrI=w408-h544-k-no","4","false","/g/11fpgqd0kd","es-419","-37.6724408","-59.8003032",,"miércoles","8 AM to 12:30 PM, 3:30 to 8:30 PM","jueves","8 AM to 12:30 PM, 3:30 to 8:30 PM","viernes","8 AM to 12:30 PM, 3:30 to 8:30 PM","sábado","8 AM to 12:30 PM, 4 to 8:30 PM","domingo","Cerrado","lunes","8 AM to 12:30 PM, 3:30 to 8:30 PM","martes","8 AM to 12:30 PM, 3:30 to 8:30 PM","false","+54 2281 53-2680","+542281532680","ChIJFcQfMQd9kZURfwkg8S_HmYw",,"B7020",,"3","17",,,,,,"2025-05-29T00:53:21.748Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires","San Juan 126","false","Repuestos lo de migue","4.6","https://www.google.com/maps/search/?api=1&query=Repuestos%20lo%20de%20migue&query_place_id=ChIJFcQfMQd9kZURfwkg8S_HmYw",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true","true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Urquiza 41, B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Tienda de repuestos de automóviles usados",,,,,"Tienda de repuestos de automóviles usados","11332154710938689608","Benito Juárez","true","AR",,"0x95917dcc31d5bc7b:0x9d43e6ab55452048",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1nnz39CMBIbhdYJccqcPDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=123.82189&pitch=0&thumbfov=100","1","false","/g/11qgk8tlwb","es-419","-37.6728965","-59.8036928",,"miércoles","8:30 AM to 12:30 PM, 3 to 8 PM","jueves","8:30 AM to 12:30 PM, 3 to 8 PM","viernes","8:30 AM to 12:30 PM, 3 to 8 PM","sábado","8:30 AM to 12:30 PM, 3 to 8 PM","domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 3 to 8 PM","martes","8:30 AM to 12:30 PM, 3 to 8 PM","false","+54 2281 53-2090","+542281532090","ChIJe7zVMcx9kZURSCBFVavmQ50",,"B7020",,"4","5",,,,,,"2025-05-29T00:53:21.749Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Urquiza 41","false","Repuestos Perco","4.6","https://www.google.com/maps/search/?api=1&query=Repuestos%20Perco&query_place_id=ChIJe7zVMcx9kZURSCBFVavmQ50",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruta Provincial 86, Suipacha y, B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Proveedor de repuestos de carrocería de automóviles",,,,,"Proveedor de repuestos de carrocería de automóviles","10911590115042505878","Benito Juárez","false","AR",,"0x95917d66703c77b7:0x976dc165c5c5b496",,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npaK6-Hl_4TBoLBYjTt-RzoZVffvbidNfVAy103iXGp12VL5G7xN41q9i92BhMNXQ6VOnN8WFe0kbaN5htSLeJpemiqPC_GDiygeXUm1ec0Ku8gksQls7JzALgwhitvJ345LY_b=w408-h306-k-no","26","false","/g/11rx1k6f_z","es-419","-37.6794468","-59.8186845",,"miércoles","8 AM to 12 PM, 3 to 7 PM","jueves","8 AM to 12 PM, 3 to 7 PM","viernes","8 AM to 12 PM, 3 to 7 PM","sábado","8 AM to 12 PM","domingo","Cerrado","lunes","8 AM to 12 PM, 3 to 7 PM","martes","8 AM to 12 PM, 3 to 7 PM","false","+54 9 249 463-4600","+5492494634600","ChIJt3c8cGZ9kZURlrTFxWXBbZc",,"B7020",,"5","2",,,,,,"2025-05-29T00:53:21.749Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Ruta Provincial 86, Suipacha y","false","Acoplados Juarez - Repuestos acoplados y semirremolques","5","https://www.google.com/maps/search/?api=1&query=Acoplados%20Juarez%20-%20Repuestos%20acoplados%20y%20semirremolques&query_place_id=ChIJt3c8cGZ9kZURlrTFxWXBbZc","https://www.guia-dorada.com.ar/guia/aviso-repuestos-para-acoplados-y-semirremolques-en-benito-juarez-buenos-aires-25514.html"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,,"Tienda de repuestos para automóviles","18075489196257466716","Benito Juárez","true","AR",,"0x95917d3bb976acf7:0xfad909a7ec56595c",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DOCqR-fZ1nneKNIZ0ZGBBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.599&pitch=0&thumbfov=100","1","false","/g/11v_9yj3w9","es-419","-37.6726027","-59.8104677",,,,,,,,,,,,,,,,"false",,,"ChIJ96x2uTt9kZURXFlW7KcJ2fo",,,,"6","0",,,,,,"2025-05-29T00:53:21.749Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires",,"false","M.H. Sanz Repuestos",,"https://www.google.com/maps/search/?api=1&query=M.H.%20Sanz%20Repuestos&query_place_id=ChIJ96x2uTt9kZURXFlW7KcJ2fo",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juan Bautista Alberdi 120, B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,,"Tienda de repuestos para automóviles","15627613547472111234","Benito Juárez","true","AR",,"0x95917d000aa86ad9:0xd8e06fb908284682",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9RVXcIL9qdnc6Y-KwTsO8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.8743&pitch=0&thumbfov=100","1","false","/g/11y3xr201v","es-419","-37.6671091","-59.8073864",,,,,,,,,,,,,,,,"false",,,"ChIJ2WqoCgB9kZURgkYoCLlv4Ng",,,,"7","2",,,,,,"2025-05-29T00:53:21.749Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Juan Bautista Alberdi 120","false","MD accesorios BJ","5","https://www.google.com/maps/search/?api=1&query=MD%20accesorios%20BJ&query_place_id=ChIJ2WqoCgB9kZURgkYoCLlv4Ng",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B7020 Benito Juárez, Provincia de Buenos Aires, Argentina",,,,,,,"8517771923707045269","Benito Juárez","true","AR",,"0x95917d155c427e29:0x7635346f7e5aa595",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zfZ23-W1v4dj8Sn6cMzprA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.04332&pitch=0&thumbfov=100","1","false","/g/11v_9xdzf1","es-419","-37.6812826","-59.8168047",,,,,,,,,,,,,,,,"false",,,"ChIJKX5CXBV9kZURlaVafm80NXY",,,,"8","0",,,,,,"2025-05-29T00:53:21.749Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires",,"false","Repuestos Agricolas De Alberto Daniel Gallardo",,"https://www.google.com/maps/search/?api=1&query=Repuestos%20Agricolas%20De%20Alberto%20Daniel%20Gallardo&query_place_id=ChIJKX5CXBV9kZURlaVafm80NXY",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rivadavia 201 249, B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,,"Tienda de repuestos para automóviles","11336616303387747898","Benito Juárez","true","AR",,"0x95917dc44cb6bc37:0x9d53c076c654263a",,,,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rXzUIF_wHo6oZpxojWbOSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.67026&pitch=0&thumbfov=100","2","false","/g/11h3kp8xvc","es-419","-37.6765364","-59.8117461",,,,,,,,,,,,,,,,"false","+54 2281 32-4932","+542281324932","ChIJN7y2TMR9kZUROiZUxnbAU50",,"B7020",,"9","0",,,,,,"2025-05-29T00:53:21.749Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Rivadavia 201 249","false","La casa del motor",,"https://www.google.com/maps/search/?api=1&query=La%20casa%20del%20motor&query_place_id=ChIJN7y2TMR9kZUROiZUxnbAU50",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,"true","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Libertad 174, B7020 Benito Juárez, Provincia de Buenos Aires, Argentina","Tienda de electrónica","Tienda de artículos para el hogar",,,,"Tienda de electrónica","14909890498035700342","Benito Juárez","false","AR",,"0x95917a0e156515d7:0xceea92697763d276",,,,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaWf9RrDE0vpsqDApyiSqYUzdvlVLaH9VcFQO-npV6bCbuluB83HFX4888-nhanSFf5tZeqrTHF9WoEMpmo8oMTHXG2Q3p7MoT5Kqczdpdn1c2fFPabdDCo0Fx8npkd_kmVpCOoA=w408-h725-k-no","11","false","/g/1tdw4ncb","es-419","-37.6714364","-59.8077037",,"miércoles","8:30 AM to 12:30 PM, 4:30 to 9 PM","jueves","8:30 AM to 12:30 PM, 4:30 to 9 PM","viernes","8:30 AM to 12:30 PM, 4:30 to 9 PM","sábado","9 AM to 1 PM, 5 to 9 PM","domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 4:30 to 9 PM","martes","8:30 AM to 12:30 PM, 4:30 to 9 PM","false","+54 2292 45-2079","+542292452079","ChIJ1xVlFQ56kZURdtJjd2mS6s4",,,,"20","105",,,,,,"2025-05-29T00:53:21.750Z","https://www.google.com/maps/search/repuestos/@-37.714954952933226,-59.79219764557135,16z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Libertad 174","false","Casa Merlino","4.5","https://www.google.com/maps/search/?api=1&query=Casa%20Merlino&query_place_id=ChIJ1xVlFQ56kZURdtJjd2mS6s4",
