"additionalInfo/Accesibilidad/0/Bucle magnético de asistencia","additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Aspectos destacados/0/Chimenea","additionalInfo/Aspectos destacados/0/Muy buena selección de cervezas","additionalInfo/Estacionamiento/0/Estacionamiento en el lugar","additionalInfo/Estacionamiento/0/Estacionamiento gratuito","additionalInfo/Estacionamiento/0/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/1/Estacionamiento gratuito","additionalInfo/Estacionamiento/1/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/2/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/3/Garage de stacionamiento gratuito","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Compras en tienda","additionalInfo/Opciones de servicio/0/Consumo en el lugar","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Citas en línea","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Entrega sin contacto","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/1/Servicios en el lugar","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega a domicilio","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Para llevar","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Consumo en el lugar","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/3/Retiro en tienda","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Servicios en el lugar","additionalInfo/Opciones de servicio/5/Entrega el mismo día","additionalInfo/Opciones de servicio/6/Citas en línea","additionalInfo/Opciones del local/0/Almuerzo","additionalInfo/Opciones del local/1/Cena","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Solo dinero en efectivo","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se aceptan reservas","additionalInfo/Planificación/0/Se recomienda concertar cita","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Planificación/1/Visita rápida","additionalInfo/Popular por/0/Almuerzo","additionalInfo/Popular por/1/Cena","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Recomendable para ir en familia","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Alcohol","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Intercambio de tanques de propano","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/0/Vestuario femenino","additionalInfo/Qué ofrece/0/Vestuario masculino","additionalInfo/Qué ofrece/1/Cerveza","additionalInfo/Qué ofrece/1/Intercambio de tanques de propano","additionalInfo/Qué ofrece/1/Lavadero de autos","additionalInfo/Qué ofrece/1/Servicios de reparación","additionalInfo/Qué ofrece/1/Vestuario masculino","additionalInfo/Qué ofrece/2/Comida","additionalInfo/Qué ofrece/2/Lavadero de autos","additionalInfo/Qué ofrece/2/Platos vegetarianos","additionalInfo/Qué ofrece/3/Vino","additionalInfo/Reciclaje/0/Baterías","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","additionalOpeningHours/Acceso/0/day","additionalOpeningHours/Acceso/0/hours","additionalOpeningHours/Acceso/1/day","additionalOpeningHours/Acceso/1/hours","additionalOpeningHours/Acceso/2/day","additionalOpeningHours/Acceso/2/hours","additionalOpeningHours/Acceso/3/day","additionalOpeningHours/Acceso/3/hours","additionalOpeningHours/Acceso/4/day","additionalOpeningHours/Acceso/4/hours","additionalOpeningHours/Acceso/5/day","additionalOpeningHours/Acceso/5/hours","additionalOpeningHours/Acceso/6/day","additionalOpeningHours/Acceso/6/hours","additionalOpeningHours/Almuerzo/0/day","additionalOpeningHours/Almuerzo/0/hours","additionalOpeningHours/Almuerzo/1/day","additionalOpeningHours/Almuerzo/1/hours","additionalOpeningHours/Almuerzo/2/day","additionalOpeningHours/Almuerzo/2/hours","additionalOpeningHours/Almuerzo/3/day","additionalOpeningHours/Almuerzo/3/hours","additionalOpeningHours/Almuerzo/4/day","additionalOpeningHours/Almuerzo/4/hours","additionalOpeningHours/Almuerzo/5/day","additionalOpeningHours/Almuerzo/5/hours","additionalOpeningHours/Almuerzo/6/day","additionalOpeningHours/Almuerzo/6/hours","additionalOpeningHours/Entrega/0/day","additionalOpeningHours/Entrega/0/hours","additionalOpeningHours/Entrega/1/day","additionalOpeningHours/Entrega/1/hours","additionalOpeningHours/Entrega/2/day","additionalOpeningHours/Entrega/2/hours","additionalOpeningHours/Entrega/3/day","additionalOpeningHours/Entrega/3/hours","additionalOpeningHours/Entrega/4/day","additionalOpeningHours/Entrega/4/hours","additionalOpeningHours/Entrega/5/day","additionalOpeningHours/Entrega/5/hours","additionalOpeningHours/Entrega/6/day","additionalOpeningHours/Entrega/6/hours","additionalOpeningHours/Horario de atención en línea/0/day","additionalOpeningHours/Horario de atención en línea/0/hours","additionalOpeningHours/Horario de atención en línea/1/day","additionalOpeningHours/Horario de atención en línea/1/hours","additionalOpeningHours/Horario de atención en línea/2/day","additionalOpeningHours/Horario de atención en línea/2/hours","additionalOpeningHours/Horario de atención en línea/3/day","additionalOpeningHours/Horario de atención en línea/3/hours","additionalOpeningHours/Horario de atención en línea/4/day","additionalOpeningHours/Horario de atención en línea/4/hours","additionalOpeningHours/Horario de atención en línea/5/day","additionalOpeningHours/Horario de atención en línea/5/hours","additionalOpeningHours/Horario de atención en línea/6/day","additionalOpeningHours/Horario de atención en línea/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categoryName","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","emails/2","emails/3","emails/4","facebooks/0","facebooks/1","facebooks/2","facebooks/3","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","instagrams/1","instagrams/2","isAdvertisement","kgmid","language","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","phonesUncertain/13","phonesUncertain/14","phonesUncertain/15","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","tiktoks/0","title","totalScore","twitters/0","twitters/1","url","website","youtubes/0","youtubes/1","youtubes/2","youtubes/3"
,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Domingo Faustino Sarmiento 2130, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","7092337343895155030","Olavarría","true","AR",,,,,,,,,,,,"0x959445007afcb823:0x626d0b3cca1bb156",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9lp0kzDOI3g9eW789Du4mA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.19724&pitch=0&thumbfov=100","1",,,,"false","/g/11w3x2dw0b","es-419",,"-36.8814092","-60.3179388",,"domingo","9 AM to 1 PM, 5 to 9:30 PM","lunes","9 AM to 1 PM, 5 to 9:30 PM","martes","9 AM to 1 PM, 5 to 9:30 PM","miércoles","9 AM to 1 PM, 5 to 9:30 PM","jueves","9 AM to 1 PM, 5 to 9:30 PM","viernes","9 AM to 1 PM, 5 to 9:30 PM","sábado","9 AM to 1 PM, 5 to 9:30 PM","false","+54 2284 62-2206","+542284622206",,,,,,,,,,,,,,,,,,,,"ChIJI7j8egBFlJURVrEbyjwLbWI",,,"20",,"0",,,,,,"2025-06-15T23:31:30.165Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Domingo Faustino Sarmiento 2130","false",,"Alto Salame Olavarria",,,,"https://www.google.com/maps/search/?api=1&query=Alto%20Salame%20Olavarria&query_place_id=ChIJI7j8egBFlJURVrEbyjwLbWI",,,,,
,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. de los Trabajadores 4312, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Frutería",,,,,,,"Frutería","15528857409302985739","Olavarría","true","AR",,,,,,,,,,,,"0x959447d1a41f3285:0xd7819589d1327c0b",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noz8L_P6lNa3G3m4wgSVd5Yhbjax-zY0o8si62g6Jq4yjgZbyq-f4UnVsmZTg8X8kecx9LM9E_05-OzXG3_pCNnqv5hp5NozmEdKiuj7t-mZF3JUd7UHn3OqJ5UITqxzKP3zsH0nQ=w408-h544-k-no","18",,,,"false","/g/11ght98c14","es-419",,"-36.8921936","-60.2947181",,,,,,,,,,,,,,,,"false","+54 9 2284 35-5136","+5492284355136",,,,,,,,,,,,,,,,,,,,"ChIJhTIfpNFHlJURC3wy0YmVgdc",,,"19",,"15",,,,,,"2025-06-15T23:31:30.165Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Av. de los Trabajadores 4312","false",,"Frutería y Verdulería ""El Nuevo Galpón""","4.5",,,"https://www.google.com/maps/search/?api=1&query=Fruter%C3%ADa%20y%20Verduler%C3%ADa%20%22El%20Nuevo%20Galp%C3%B3n%22&query_place_id=ChIJhTIfpNFHlJURC3wy0YmVgdc",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerrito 4300, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación","Despensa",,,,,,"Tienda de alimentación","17777889283165164699","Olavarría","true","AR",,,,,,,,,,,,"0x959445e625a1919f:0xf6b7c01c9b48949b",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGGpPvlkGeCTNGDfuILRPXGEM9AJ_dB7ZmvcwSnRqhzKc9OxDgfPcdxcsDu-VZtQLyrHVsL6pUks1xIqOVzR-RGlsuOqBPt4pB2zbQnqpGqbtBAg6YSL3sufAVUona6KYaDEyvKxpHCOoGMNCTv9SQ10br1-MUDJil1CEXn-Q5ueGHkhMkg286F1rxUEcHFEwmDTsI=w408-h306-k-no","4",,,,"false","/g/11bc96wmv7","es-419",,"-36.8794795","-60.3147907",,,,,,,,,,,,,,,,"false","+54 9 2284 23-8406","+5492284238406",,,,,,,,,,,,,,,,,,,,"ChIJn5GhJeZFlJURm5RImxzAt_Y","B7400",,"18",,"0",,,,,,"2025-06-15T23:31:30.165Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Cerrito 4300","false",,"Despensa Bauti",,,,"https://www.google.com/maps/search/?api=1&query=Despensa%20Bauti&query_place_id=ChIJn5GhJeZFlJURm5RImxzAt_Y",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true","true",,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Necochea 2757, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de ropa de mujer",,,,,,,"Tienda de ropa de mujer","14267519620140152936","Olavarría","true","AR",,,,,,,,,,,,"0x9594458635653f01:0xc6006980805eb868",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqRMcc0uCrXaPNiV4O9mj4eE5fx3FeHZV-6CCN8gVGcXULrvLPFkv3zyvxi0k5KvtL6VnZdEjiWWWS5NV5GpV-BD5vD63dNZrunefwO72HyT7o7Kb83bCsnhv7KqkSTTyjSJT0pXQ=w426-h240-k-no","2",,,,"false","/g/11qpv79lgd","es-419",,"-36.8914707","-60.3201646",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,"ChIJAT9lNYZFlJURaLhegIBpAMY",,,"66",,"1","1","0","0","0","0","2025-06-15T23:31:33.614Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Necochea 2757","false",,"Toxica","5",,,"https://www.google.com/maps/search/?api=1&query=Toxica&query_place_id=ChIJAT9lNYZFlJURaLhegIBpAMY",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavalle 2880, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Quiosco",,,,,,,"Quiosco","17573410758933983115","Olavarría","true","AR",,,,,,,,,,,,"0x959445c7203e30f7:0xf3e14bfa3249af8b",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nu5K4llAxXX4vBr7M0bHfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.77924&pitch=0&thumbfov=100","1",,,,"false","/g/11cs3ytvv4","es-419",,"-36.8913305","-60.3240351",,"domingo","Cerrado","lunes","8 AM to 6 PM","martes","8 AM to 6 PM","miércoles","8 AM to 6 PM","jueves","8 AM to 6 PM","viernes","8 AM to 6 PM","sábado","8 AM to 6 PM","false",,,,,,,,,,,,,,,,,,,,,,"ChIJ9zA-IMdFlJURi69JMvpL4fM",,,"65",,"2","2","0","0","0","0","2025-06-15T23:31:33.614Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Lavalle 2880","false",,"Kiosco ""El Quijote""","5",,,"https://www.google.com/maps/search/?api=1&query=Kiosco%20%22El%20Quijote%22&query_place_id=ChIJ9zA-IMdFlJURi69JMvpL4fM",,,,,
,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. de los Trabajadores 2490, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","1468530467345144968","Olavarría","true","AR",,,,,,,,,,,,"0x959445e736ac08a3:0x146144adeff21c88",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_-dJsX__Km18gcCnNqOUOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.04802&pitch=0&thumbfov=100","1",,,,"false","/g/11w2_nvfb4","es-419",,"-36.8797952","-60.3099481",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,"ChIJowisNudFlJURiBzy761EYRQ",,,"64",,"0",,,,,,"2025-06-15T23:31:33.614Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Av. de los Trabajadores 2490","false",,"Despensa Norita",,,,"https://www.google.com/maps/search/?api=1&query=Despensa%20Norita&query_place_id=ChIJowisNudFlJURiBzy761EYRQ",,,,,
,"false",,,,,"false",,,,,,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Ituzaingó 2935, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,"Tienda de alimentación","16417380778688755512","Olavarría","true","AR",,,,,,,,,,,,"0x95944595cb01238b:0xe3d640d5d011b738",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4notTx2Q8cQZqZU-9m6tEjxDCiOgYqDe8_dYGVqUR0jWr9h7noTZvyBlrRvIJSzqghohlOOOdWODVGN-W05BBc_bIt2MCwMpmXR1Tkv8zlzGMnaYP8FVIkePKqaSxzg5XARsVPBLZQ=w426-h240-k-no","10",,,,"false","/g/11c5825dnd","es-419",,"-36.8848715","-60.3314511",,"domingo","Cerrado","lunes","8:30 AM to 9 PM","martes","8:30 AM to 9 PM","miércoles","8:30 AM to 9 PM","jueves","8:30 AM to 9 PM","viernes","8:30 AM to 9 PM","sábado","8:30 AM to 9 PM","false","+54 2284 55-2536","+542284552536",,,,,,,,,,,,,,,,,,,,"ChIJiyMBy5VFlJUROLcR0NVA1uM",,,"63",,"20","13","4","1","2","0","2025-06-15T23:31:33.614Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Ituzaingó 2935","false",,"Pet Shop San Huberto","4.4",,,"https://www.google.com/maps/search/?api=1&query=Pet%20Shop%20San%20Huberto&query_place_id=ChIJiyMBy5VFlJUROLcR0NVA1uM",,,,,
,"false",,,,,"false",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,"true",,,,,"true","true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rivadavia 3346, B7400 CUV, Provincia de Buenos Aires, Argentina","Tienda de manualidades y bellas artes",,,,,,,"Tienda de manualidades y bellas artes","4990202460494963143","CUV","false","AR",,,,,,,,,,,,"0x959445c6a02aa7a3:0x4540c2b2d71521c7",,"https://lh3.googleusercontent.com/p/AF1QipPyQF-sJcS3AMES3HPJQ4-VwDssTBtHgrfAZBNL=w427-h240-k-no","35",,,,"false","/g/11btww4ftq","es-419",,"-36.8902338","-60.3176495",,"domingo","Cerrado","lunes","9 AM to 12:30 PM, 4 to 6 PM","martes","9 AM to 12:30 PM, 4 to 7 PM","miércoles","9 AM to 12:30 PM, 4 to 7 PM","jueves","9 AM to 12:30 PM, 4 to 7 PM","viernes","9 AM to 12:30 PM, 4 to 7 PM","sábado","9:30 AM to 1 PM, 5:30 to 8 PM","false","+54 2284 41-0198","+542284410198",,,,,,,,,,,,,,,,,,,,"ChIJo6cqoMZFlJURxyEV17LCQEU","B7400",,"62",,"113","93","17","0","2","1","2025-06-15T23:31:33.614Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Rivadavia 3346","false",,"Art&Maña","4.8",,,"https://www.google.com/maps/search/?api=1&query=Art%26Ma%C3%B1a&query_place_id=ChIJo6cqoMZFlJURxyEV17LCQEU","https://www.facebook.com/Artma%C3%B1a-192416934113880/",,,,
,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maipú 3652, B3698 Olavarría, Provincia de Buenos Aires, Argentina","Supermercado",,,,,,,"Supermercado","5680866875670112501","Olavarría","true","AR",,,,,,,,,,,,"0x959445e9f3bdd255:0x4ed67e532c99a8f5",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npqx45ZNQFP9yAkCfC6Mx0jZ1cUS6sit_WbbOasTYRVJbPiRQmW7cL7e5c4N-HdeoiMlBGtYkprhn5VAAgakQYPFhZleAyCcx2_xRwBwRDbpafm2yLZZaTU2i6iHYhExcnLmLIk=w408-h306-k-no","9",,,,"false","/g/11g9qg6b66","es-419",,"-36.8835076","-60.3208665",,"domingo","9 AM to 1 PM","lunes","8 AM to 1 PM, 5:30 to 9:30 PM","martes","8 AM to 1 PM, 5:30 to 9:30 PM","miércoles","8 AM to 1 PM, 5:30 to 9:30 PM","jueves","8 AM to 1 PM, 5:30 to 9:30 PM","viernes","8 AM to 1 PM, 5:30 to 9:30 PM","sábado","8 AM to 1 PM, 5:30 to 9:30 PM","false",,,,,,,,,,,,,,,,,,,,,,"ChIJVdK98-lFlJUR9aiZLFN-1k4","B3698",,"61",,"45","29","10","0","5","1","2025-06-15T23:31:33.614Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Maipú 3652","false",,"Autoservicio El Zonda","4.5",,,"https://www.google.com/maps/search/?api=1&query=Autoservicio%20El%20Zonda&query_place_id=ChIJVdK98-lFlJUR9aiZLFN-1k4",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Alberdi 4156, B7400 Olavarría, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,,,,"Tienda de ropa","10082913386259564925","Olavarría","false","AR",,,,,,,,,,,,"0x959445f1d3c75145:0x8bedb44da108497d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IzwmcITPHtbm32bRDDs1hA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.6072&pitch=0&thumbfov=100","1",,,,"false","/g/11vjz_p3lm","es-419",,"-36.872542","-60.3258372",,"domingo","Cerrado","lunes","4 to 8:30 PM","martes","4 to 8:30 PM","miércoles","4 to 8:30 PM","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Cerrado","false",,,,,,,,,,,,,,,,,,,,,,"ChIJRVHH0_FFlJURfUkIoU207Ys","B7400",,"60",,"0",,,,,,"2025-06-15T23:31:32.616Z","https://www.google.com/maps/search/comercio/@-36.86637109705772,-60.28875638936512,14z?hl=es-419","comercio","Provincia de Buenos Aires","Av. Alberdi 4156","false",,"Amarilis Feria",,,,"https://www.google.com/maps/search/?api=1&query=Amarilis%20Feria&query_place_id=ChIJRVHH0_FFlJURfUkIoU207Ys",,,,,
