title,categoryName,website,street,phone,city,state,location/lat,location/lng,totalScore,rank,imageUrl,imagesCount,reviewsCount,scrapedAt,searchString
Anita Fernández,Tienda de ropa,,Necochea 3262,+54 2284 20-2364,Olavarría,Provincia de Buenos Aires,-36.8949974,-60.3161222,4.8,14,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrV6ucteq0MdzlZRhgz8eWcJZ2ujl2TPkGWMl8npCzPeSZv6oOKBCuAsRk7o5uUoAzrkG0fqEALyHo_lbn11ARiPvMAPvPvzKZV_3Of-BkB0gWjEGZIpdkapRq2wMZ4ymMJAlk=w408-h345-k-no,35.0,15,2025-06-11T18:13:55.857Z,venta online
Muebles Avenida,Tienda de muebles de pino,,Necochea 2556,+54 2284 43-1775,Olavarría,Provincia de Buenos Aires,-36.8903177,-60.3220094,5.0,15,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr__PCFyXbg6iG_TnjW5rMTuUyiNAxk632QRNCEuSP8FdxDJcf-rAEuG0NO_PVIQLzv2m9GH2FOaKhR2J2TZFTAaaiehFPf1jwsa2N2_52hXWbsDAo-haJoXmEK5GIfztU9k1jzLA=w408-h680-k-no,11.0,2,2025-06-11T18:13:55.857Z,venta online
Electricidad Colores,Tienda de electricidad,,"Villa Floresta, Av. del Valle 3564",,Olavarría,Provincia de Buenos Aires,-36.9031486,-60.3211559,5.0,16,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHHU-aBh0l4mA0As2dEohyCVAYFG0v7m2SUDJ0hPNLXai03g7sTIcg0qOArzeS0Qpn-5Ltw5-KwnaQYDvIeiUiV1vt8rsYWC-TrUaV2BcrAaeYEuYK1EbaP4d2E-W1V6e0n_Ro7KJ2rgaQLAjWZIbygOgtu5J7DlUwQ0YJv3J1BbC-kag85M2YmW5SosY8cH10mow=w408-h306-k-no,3.0,6,2025-06-11T18:13:55.857Z,venta online
Springwall,Tienda especializada en camas,http://www.springwall.com.ar/,España 2760,+54 2284 41-6041,Olavarría,Provincia de Buenos Aires,-36.8961559,-60.3201613,4.5,17,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEa0JnaUEKwLQ-e1SFz_hAvcsQbnFK3nxoOlQItPr6SFeIl1NL_46tOHNZ67C5RdEA7VneXrpoRyV-5OsYDHh2spdezmK9B3SeKBw4FGJZui2Dc5wLQpTWe5ZKAD1jDLWheGSfjTDhtUbjnCTzAomIix-Aaq5G2fV-2dNqy9nX6QcxdVKJvmXbAQ_rZDoCJYm_fuYM=w408-h306-k-no,10.0,36,2025-06-11T18:13:55.857Z,venta online
Electrónica Olavarría,Tienda de equipos de sonido,,Rivadavia 3196,+54 2284 41-5550,Olavarría,Provincia de Buenos Aires,-36.8913443,-60.3190621,4.8,18,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrATkS9wyCPfHRQkKRqt6NHOWO3uZVbNVKA_pohcdH8g2w95sgksdWHEpgdVrDi8xlIbU_cbsIDmu4JjdusuhoAbKMrm9V5YUlBPH-Q0-kJ9nje48MEVOnG5mh1YdNZ0Gvk2GeTCA=w408-h306-k-no,29.0,18,2025-06-11T18:13:55.858Z,venta online
TODOPINO,Tienda de muebles de pino,,Av. Colón 4180,+54 2284 58-2258,Olavarría,Provincia de Buenos Aires,-36.8990797,-60.3059107,5.0,19,https://lh3.googleusercontent.com/p/AF1QipNgyTD8tWW2gZwOwLVArmZOiEAwfmrIKbxFkcU4=w408-h725-k-no,32.0,1,2025-06-11T18:13:55.858Z,venta online
Tecnocentro Group,Tienda de móviles,https://www.instagram.com/tecnocentrogroup/?hl=es-la,Rivadavia 3065,+54 2284 69-6949,Olavarría,Provincia de Buenos Aires,-36.8920088,-60.3203189,4.7,20,https://lh3.googleusercontent.com/p/AF1QipOCdLiOyNfQB58LCXjdTsNRyDE-whKRZub93GLw=w533-h240-k-no,21.0,26,2025-06-11T18:13:55.858Z,venta online
Farmacia CECO - Centro Empleados de Comercio de Olavarria,Farmacia,http://www.ceco.org.ar/,Cnel. Suárez 2752,+54 2284 42-2013,KKJ,Provincia de Buenos Aires,-36.8949626,-60.3244959,4.6,1,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHBQD0vHUbFXc0-k9JBGC_MaZ1NzEP28RwbyiefHmrn3NDi0wXfbLHWXY_kBdoJmTFiUMoABEYrZxXUfopApCNIzCKt7l5d7_D1v4FslzBjAkH85OJ5ZJwIYsJrnbX2pOw_oj6JPv54HDOA0yc8wpqd1e8-8YfazDzvM9IxF9f4QGI7XBEQ8UGUk6B_4He9W6486Z4=w408-h306-k-no,14.0,152,2025-06-11T18:13:55.957Z,comercio
Mercadito Gaby-Fer,Comercio,,Collinet 2595,+54 2284 41-7540,Olavarría,Provincia de Buenos Aires,-36.9009979,-60.3351212,5.0,2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjGd0lUdQue0S0hO0JzUcUEOxSCLfKUvx3x-Og-jeupsuKHYs8dY6UpH4XWV-C5yE685b4XYOkjxqzvgdHUug8MgIHdCdbNhutcAwwHEMshv8LKRTX4SlupyKXHdElH7jYyYpwzA=w408-h725-k-no,3.0,4,2025-06-11T18:13:55.957Z,comercio
Ohana,Comercio,,Buchardo 2973,,Olavarría,Provincia de Buenos Aires,-36.9015721,-60.3293454,2.5,3,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noyODYiJTZSbCSJHfEcDnOshsymrQfcjFvjTJZojpRjWawW9txqkhNZ4zuY45i2mIKZyFuEii1sTpFFgrcXNwpn_hf7MDLanxA3sCT9LX8oQWma8Zdb_qaim-NKr0MGkKO5ehrIUw=w408-h544-k-no,4.0,2,2025-06-11T18:13:55.957Z,comercio
Minimercado Mayo,Comercio,,Av. Pellegrini 4568,+54 2284 49-9417,Olavarría,Provincia de Buenos Aires,-36.9107615,-60.3137594,5.0,4,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QMPWoV1ajHj-t4hkX754pA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.29352&pitch=0&thumbfov=100,1.0,2,2025-06-11T18:13:55.957Z,comercio
Matika complementos,Comercio,,Beruti 700,,Olavarría,Provincia de Buenos Aires,-36.9164918,-60.3287342,1.0,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WY4WAErrJLuWAmlSvFa39Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=138.35861&pitch=0&thumbfov=100,1.0,1,2025-06-11T18:13:55.957Z,comercio
Combi,Comercio,,9 de Julio 1414,+54 2284 44-4084,Olavarría,Provincia de Buenos Aires,-36.9065417,-60.3298055,4.0,6,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lPXSKJnZt-yADPN2AdSWcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.37317&pitch=0&thumbfov=100,2.0,4,2025-06-11T18:13:55.957Z,comercio
Rayuela Maxikiosco,Comercio,,Av. del Valle 3309,+54 2284 23-8823,Olavarría,Provincia de Buenos Aires,-36.9010711,-60.3229732,4.5,7,https://lh3.googleusercontent.com/p/AF1QipP4VlQ7h7sJXJGnghYwiAvcQoFNQwwNJhNIs5Dm=w426-h240-k-no,16.0,11,2025-06-11T18:13:55.957Z,comercio
Garras Patas,Comercio,,Islas Malvinas,,Olavarría,Provincia de Buenos Aires,-36.9213145,-60.3233071,5.0,8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_A-mZqemDhzMdCUqJVMMAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.1971&pitch=0&thumbfov=100,1.0,3,2025-06-11T18:13:55.957Z,comercio
Jelux.men,Comercio,,Rivadavia 2460,,Olavarría,Provincia de Buenos Aires,-36.8960284,-60.3253854,,9,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QQ0JjvIWoXFYKlwIe0W1Vw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.92816&pitch=0&thumbfov=100,1.0,0,2025-06-11T18:13:55.957Z,comercio
El Cucu,Frutería,,Av. Pueyrredón 3334,,Gran Buenos Aires,Provincia de Buenos Aires,-36.9054415,-60.328276,4.1,10,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrDscf_nH3ailX7RVTouRBpn8ywJWwt9MxFF0CFctjMyd0_WWcxqfitgFOD3BBt3RIb8Qaoi68q-TdQfomZxZvdELu_49rlFKocfNyqnWEK5o40tFkhixjrk1G97rsunCYqIxpZ3A=w408-h408-k-no,12.0,34,2025-06-11T18:13:55.957Z,comercio
Otoniel,Frutería,,Av. Pringles,+54 2284 41-7809,Olavarría,Provincia de Buenos Aires,-36.8984494,-60.3185199,4.5,11,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEzo9j7Y0bXeWwlRI1__a73bEZCjlDo5SxJpqlM_YSbv577VFZif8Jw1MA977QjkYMXc8KmsCiAmLHhccIXyGthLcHxPDU5YPYaPqzPj7xXqKT8aRoGlnpdmCxYRnqP_dok_lWmKfvfWvyBcCCx0dKd8yV0ZUkhNbUI13B7DlcrKrnWjnELDS8r0-e-7xQRYb3S3Z4=w408-h306-k-no,7.0,30,2025-06-11T18:13:55.957Z,comercio
KIOSCO MUZZY,Kiosco,,Av. Urquiza 2367,+54 2284 22-6652,Olavarría,Provincia de Buenos Aires,-36.9049818,-60.3157472,5.0,12,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Imz-Udqw_wJjlNwFHk_7Uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=136.67201&pitch=0&thumbfov=100,1.0,3,2025-06-11T18:13:55.957Z,comercio
Golopolis,Supermercado,http://www.golopolis.com.ar/,Av. Pellegrini 1455,+54 2284 45-2916,Olavarría,Provincia de Buenos Aires,-36.9149569,-60.3190332,4.4,13,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqXztTwpq5eWBaljpb3um64F35n_jHfIQMJ8OHMVjR5voVN8HEnXtmpPwOD3mIosNnfL6ngo89vm1o_ZSwDUHRwATa9UK8uiBpwqdQySmw0uNhkr041xZ-oqDiphlgQoD5MBvFN=w520-h240-k-no,19.0,202,2025-06-11T18:13:55.958Z,comercio
La Carapegueña,Tienda de ropa,,Ayacucho 1490,+54 2284 13-0379,Olavarría,Provincia de Buenos Aires,-36.8952891,-60.3424931,4.4,14,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEklXw9du3ZZDr7VDqjOUNbkUw9ex-_RCfUZ-UO0Lfr8AQhaFlnb-obyZE-3xaLHofm9Mc474DKa11xGfH2FXpXwURcDUtepdPRzQ191wz8ZcgNTaIpladwVh1KB1LIeqW0bYQRdpyhN8SiaXnl9m3C_ulmOcM6mdWxHN-jIX54J3hEMaWe9OgPJkNSG-NUo3AgnQ=w408-h306-k-no,5.0,14,2025-06-11T18:13:55.958Z,comercio
Peces Olavarría.,Comercio,,Cortés 4446,,Olavarría,Provincia de Buenos Aires,-36.9144083,-60.3206041,5.0,15,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L4tkxTQeHE5JewzkqJPqKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.19038&pitch=0&thumbfov=100,1.0,3,2025-06-11T18:13:55.958Z,comercio
Supermercado Luna,Supermercado chino,,Av. Pellegrini 700-630,,Olavarría,Provincia de Buenos Aires,-36.9198128,-60.3250985,4.3,16,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noiZ7wFCpNvg8TQczyJrQHl2qC3OeO5jQ1axUldZvdOtidEMHGVjgrxAs5BLAL8pETrVftUJGKzIKfVzdax6T94U5YtPi7730PNFI7DuvQ7WdQ4sz-6GOgZ46ipAI7yhKl6nBSsfTnqwHA=w408-h306-k-no,22.0,73,2025-06-11T18:13:55.958Z,comercio
Mates El Noble,Comercio,https://mateselnoble.com.ar/,Bolívar 2691,+54 2284 23-3664,Olavarría,Provincia de Buenos Aires,-36.8954984,-60.3265666,5.0,17,https://lh3.googleusercontent.com/p/AF1QipOIMQfTOyujSeJtKjEcMYvPAT5JuNOLS_UVfQuD=w408-h544-k-no,14.0,21,2025-06-11T18:13:55.958Z,comercio
Frutamax,Frutería,,Av. Pueyrredón 4442,+54 2284 57-7842,Olavarría,Provincia de Buenos Aires,-36.9131048,-60.3189803,4.7,18,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFNa_FuSTfEYZXyteaWtxdIS4q3H1Eu8CDxBQyxn6QGxwnR-nbVJbRm7eKcM91evJLyfpxVzWUU579gAtxsxSHwE3AoEyO6MyNVJD8jye1INxsghxRzYKVvp40Ld2BQWobjQ6myuoIZ0bpMXjYsx0yTj303YLbol7Tl7KRLawuFpG0j7V7B6NDZUhNV70kh_h7CXE8=w408-h306-k-no,5.0,9,2025-06-11T18:13:55.958Z,comercio
El Ombú veterinaria y petshop,Comercio,,Av. Avellaneda 5385,+54 2284 24-6800,Olavarría,Provincia de Buenos Aires,-36.9230102,-60.3162622,4.6,19,https://lh3.googleusercontent.com/gps-cs-s/AC9h4norpSBLeCNSXhR7MG8eKduo9Zh01jBcpFUFSFErGSneMpeRjNaZ8q82YU3qurEss_d_FwJTRcv1r_2f4GwJUAnf-1xr2DUs2KNFWHBkoJhqkuvxZF2Xo6py8oMRiO_P6odGL5sikg=w408-h306-k-no,2.0,5,2025-06-11T18:13:55.958Z,comercio
Boschi Hnos Comercio Sanitarios,Tienda de equipos de baños,,Belgrano 3071,+54 2284 71-0406,Olavarría,Provincia de Buenos Aires,-36.8948379,-60.3191307,5.0,20,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJcllYrnNTK_57WZOmF6LWgrxB6PchG9N760qAHr9OS9lB5v-TjxDR5zAZRSvFxoBqBozWlQN243bJS1r1q_jH8UgjJ8hgcSsMPaAlb3qd4UX0GrjnYW1X2JYeTfZQcJgR6po=w425-h240-k-no,2.0,8,2025-06-11T18:13:55.958Z,comercio
Tu Kosco,Kiosco,,Av. del Valle 2701,,Olavarría,Provincia de Buenos Aires,-36.897126,-60.3279687,,28,https://lh3.googleusercontent.com/p/AF1QipPwsxhisCbwIyznmVKqCBMOekZN4ujoBPafxLOw=w408-h306-k-no,19.0,0,2025-06-11T18:13:56.773Z,comercio
Supermercado Hola-Tios,Supermercado chino,,Bolívar 4257,,Olavarría,Provincia de Buenos Aires,-36.9062521,-60.3134958,4.3,31,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no4J6He8mUoyxy1b39jsRyTE3x97vkASC4Dvb2uomnbqeW8R0r9NGELvkVkFG_olXvNYFkdmJuhTU3CFCaZ-vl7Jrxtge8OEvD-rCxMfSkdEA_g3Zvf6bmc-v5pTsrXCw6c_Akhiw=w408-h725-k-no,3.0,27,2025-06-11T18:13:56.773Z,comercio
Autoservicio Miguelito,Supermercado,,Necochea 4605,+54 2284 41-2251,Olavarría,Provincia de Buenos Aires,-36.9040491,-60.3048933,4.5,34,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqg3fiVUb5j-CXbNB8qMFdfF1HbtNdLUOINuESeu4QxU62hR9Uind5UvHoxHABB60mnT0Fk_-OrqqWAbRiDWfp2y9rYv52kgWQLp70oRotPWmDiW_1QnUhJiKxqfWj88Wl-mOr9=w408-h293-k-no,2.0,19,2025-06-11T18:13:56.773Z,comercio
Almacen “Minimercado Colo”,Tienda general,,Manuel Leal 3696,+54 2284 21-5036,Olavarría,Provincia de Buenos Aires,-36.898794,-60.3014841,,37,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xZ417Cxi58b_aWpOGeAhog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.84714&pitch=0&thumbfov=100,1.0,0,2025-06-11T18:13:56.774Z,comercio
Ananda Piedras,Tienda de artículos para el hogar,,C. 105 Bis,+54 2284 35-4656,Olavarría,Provincia de Buenos Aires,-36.9188261,-60.312818,4.9,38,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq03999L5PX9Kdhp2HKsn0HSoed52FsQHFCEN4EYY4_X-maLNU_aKYbW0yeG_TgEpRj6ROL_sWNgGiCBHb1KPS8gQVSEyKvdcvOfR6YrzZnbZVahHdhn_Ns5BZ3o0KGBdqebtmz6g=w408-h466-k-no,2.0,12,2025-06-11T18:13:56.774Z,comercio
Rotisería y panadería Doña flora,Comercio,https://www.facebook.com/dona.flora.56,Av. Colón 3836,+54 2284 55-0016,Olavarría,Provincia de Buenos Aires,-36.8969372,-60.3088621,4.6,40,https://lh3.googleusercontent.com/p/AF1QipO4BTQpVUpt1hOwluvZP7c9H84N5buAcmSmNGBu=w408-h544-k-no,3.0,10,2025-06-11T18:13:56.774Z,comercio
Acosta Pablo Mart n,Tienda de alimentación,,Moreno 2271,+54 2284 42-0325,Olavarría,Provincia de Buenos Aires,-36.8979225,-60.3260841,,42,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yM6eyjpOo__LjE0QIKruoQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.00955&pitch=0&thumbfov=100,1.0,0,2025-06-11T18:13:57.620Z,comercio
Casa Silvia,Tienda de artículos para el hogar,http://www.casasilvia.com/,Dorrego 3198,+54 2284 42-0958,Olavarría,Provincia de Buenos Aires,-36.895134,-60.317653,4.4,43,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEuijn56KEh8YBsZSy8oW4I8Zj-ycHmRsSTjroCx483XvNb30DTx95cvEE4PO-qO4c-rTCKS-nStkf6qszRERpleytfvjskljxXU3eYUnaVH5bdacvGVCl5qcvnNAdOS-jNeSHWQ=w426-h240-k-no,143.0,1601,2025-06-11T18:13:57.620Z,comercio
Todo Natural,Tienda de alimentación,,,,Olavarría,Provincia de Buenos Aires,-36.8973224,-60.3084103,,44,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=na34B1ezXc68LzZ8k7B8wQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.85187&pitch=0&thumbfov=100,1.0,0,2025-06-11T18:13:57.620Z,comercio
Hierros González,Tienda de materiales para la construcción,http://www.hierrosgonzalez.com.ar/,"Villa Floresta, C. Muñoz 2161",+54 2284 42-2722,Olavarría,Provincia de Buenos Aires,-36.9082141,-60.3154855,4.5,45,https://lh3.googleusercontent.com/p/AF1QipP7UL3-d34N9_EIs0Px0hVrEVqQkYAY7l5UmdDi=w408-h306-k-no,67.0,365,2025-06-11T18:13:57.620Z,comercio
Sanitarios Tancredi,Tienda de materiales para la construcción,https://www.instagram.com/sanitariostancredi,Buchardo 2887 7400,+54 2284 44-0049,Olavarría,Provincia de Buenos Aires,-36.9009674,-60.3300612,4.5,47,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noe4HdTNN-j8nQAn6-TiTbzqv3vFd4fN5Gr1rVChiNoCURhvOlKJDbHNW_BbJ6aTgTR8fnjVqetzqDcvSoySFPu4PMbDl2qnRZVG553dusRN8pTqaASI8lthh9zlBUD60fln7c=w426-h240-k-no,4.0,51,2025-06-11T18:13:57.620Z,comercio
Conarco,Tienda de suministros para soldadura,,Av. Colón 3699,,Olavarría,Provincia de Buenos Aires,-36.8963627,-60.3095843,3.0,48,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9AqMfpQoUxMfG0Jqni3XHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.97594&pitch=0&thumbfov=100,1.0,3,2025-06-11T18:13:57.620Z,comercio
Kiosco 365,Kiosco,,Av. del Valle 4302,+54 2284 72-4846,Olavarría,Provincia de Buenos Aires,-36.9081755,-60.3149791,,49,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_dqrLv56iCR00fuxuYFGBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.29393&pitch=0&thumbfov=100,1.0,0,2025-06-11T18:13:57.620Z,comercio
TIEMPO DE AVENTURA SA,Tienda de ropa,http://www.tiempodeaventura.store/,"Esquina Moreno, Gral. Paz 2911",+54 2284 38-6262,Olavarría,Provincia de Buenos Aires,-36.89517,-60.322147,4.8,50,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4ZNZ03LLUJa-zjd_eNWTxevvFd29LTDo5J9aY-K7g5q8davORHRHB7sPSyt5PHLaCPy3npqUbWvPu77WOgi-XKh1RVQoCqq89tm_KzS-WiNOODVSYqypeoKx7SirGgiHHsZIv1w=w408-h272-k-no,34.0,55,2025-06-11T18:13:57.620Z,comercio
Galatea modas,Comercio,,Av. Pueyrredón 4465,+54 2284 60-7973,Olavarría,Provincia de Buenos Aires,-36.9130108,-60.3185097,4.5,51,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3G8lk7XRgkNu7HRJeu2QXmxQ6ExpgMshczd_Ny7c6hqXQJrTrrjj8Vqr9Drh_IMZjFZh35ZqcfPtLFwuRyLuZwHCBvjKJiUnhgPHbMlpXXGKFV_1ZjTS3SfBVvwUJzONOxPzW=w408-h725-k-no,41.0,4,2025-06-11T18:13:57.621Z,comercio
