title,categoryName,website,street,phone,city,state,location/lat,location/lng,totalScore,rank,imageUrl,imagesCount,reviewsCount,scrapedAt,searchString
DS,Tienda de ropa,,Av. Ituzaingó 8190,+54 9 2284 30-8435,Olavarría,Provincia de Buenos Aires,-36.8832933,-60.328998,4.3,59,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGnajcilMmvHC4j-auX_MgzlgDzPk3eXXALxDi1WwjKW64DzwslDkGvj7dQqiS0YknKfi5U_Xpk4-wxMdPDejqTSyW5ToZ2xA8olGellPRXFPjV9OyShsunL1mVb44aLED_ZADNohTsYuSMgEt0CcF9PUqYFhb2_AuH0aFzfj0ISYhY-RqkY4D7te9GAmu5zKHzrQ=w408-h306-k-no,5.0,3,2025-06-15T23:31:32.616Z,comercio
No Me Olvides...,Tienda de ropa,,San Martín 2649,,Olavarría,Provincia de Buenos Aires,-36.8927108,-60.3234649,5.0,58,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqS5a_ajMjG4mK41ITumgBM67l91CAm0IANUy9xw6glK9GC6arhvQcaMUQ5-pY2zj_8XXs_VgpzvMvv68VND61LuesnNlYn8shfF1zM_Lg9EDjw0brsb9zBGUMHiDHS8hDdj9g=w408-h544-k-no,2.0,4,2025-06-15T23:31:32.616Z,comercio
Donatto,Tienda de alimentación,,Chacabuco 2878,+54 2284 41-9279,Olavarría,Provincia de Buenos Aires,-36.8880484,-60.3282018,,57,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npb-fynoGOok_DPAooc-2w9UfONDqO_OvAhroGR-GWDjFaYugOLm4u5kFKGVdDi_DTY_4dQm_3XFAk8xxdWitBPQeHxTnwhOzllvl0zoZrCUhN8Z6iKTKxbnH0SNmdlrUZu-nI=w408-h306-k-no,4.0,0,2025-06-15T23:31:32.616Z,comercio
Tob Alternativa,Panadería,,Av. Domingo Faustino Sarmiento 2857,+54 2284 41-2616,Olavarría,Provincia de Buenos Aires,-36.8860712,-60.3116707,,56,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KXhtVLoacfcodHphl7sm1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.174232&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:32.616Z,comercio
Claudio Refrigeración,Comercio,https://www.facebook.com/ClaudioBrefrig,Av. Pringles 4257,+54 2284 22-2089,Olavarría,Provincia de Buenos Aires,-36.8879258,-60.3052752,4.8,55,https://lh3.googleusercontent.com/p/AF1QipP_kbOivv2bis3u1r8u8JUrNN24OJXi-P08Etkz=w408-h408-k-no,38.0,8,2025-06-15T23:31:32.616Z,comercio
Exit,Tienda de informática,,Av. Domingo Faustino Sarmiento 2233,+54 2284 42-9401,Olavarría,Provincia de Buenos Aires,-36.881806,-60.3168864,4.7,54,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE_bDY6E1ZxQaUP-uVRdY6KKlyJVBz3VrLek-Xtm1n0_yLOpRU4OjX6efARxoRUPUpeCpgICL5QuDSbXOf4j0XENPbjYAHZUwdU9jGCz6tcbfLV_XA2TtBLYhU-cAD05akK2Gnp9xu2R8UbV_FyjXCrsN_YEvhJIK8Dh8tEW4OdrTBEmMRELjOcpkfw2hL4OjPf1PA=w408-h306-k-no,11.0,16,2025-06-15T23:31:32.616Z,comercio
SC Repostería Artesanal,Comercio,https://www.instagram.com/screposteriaartesanal,Av. de los Trabajadores 3689,,Olavarría,Provincia de Buenos Aires,-36.8876861,-60.299774,4.4,53,https://lh3.googleusercontent.com/p/AF1QipN-nvDaEdQUcFqZljPgEdJQCWRTWEr8oX4zWt_r=w408-h408-k-no,24.0,9,2025-06-15T23:31:32.616Z,comercio
Maxikiosco 24/7,Librería,,,,Olavarría,Provincia de Buenos Aires,-36.8899364,-60.3374165,,52,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kBda2ldqrkJcHq8D7N-Y_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.82951&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:32.616Z,comercio
Lotería De La Provincia,Tienda de lotería,,,,Olavarría,Provincia de Buenos Aires,-36.881564,-60.3075353,,51,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aqWq8COJdfROPD10KMEZEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=121.321144&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:32.616Z,comercio
Frutería y Verdulería El Pachi,Mercado de productos agrícolas,,Lamadrid 3498,+54 2284 44-1242,Olavarría,Provincia de Buenos Aires,-36.8904378,-60.3149399,4.4,50,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nquYN1bCR6gYwwPBVNmOKcWgA_4BL3zxFx7J3iePAcEOfcs3AzNcxt0vYEqYfChzXCAgyll_5iNx2cXQBTIztIc8KerbE_kREi8jqvaY_HK5cQyAbsI0a7z9MYQTursSSWdjP9G=w408-h306-k-no,20.0,42,2025-06-15T23:31:32.616Z,comercio
Cielo Artículos de Limpieza,Comercio,,Sgto. Cabral 2585,+54 2284 57-8049,Olavarría,Provincia de Buenos Aires,-36.889615,-60.3206719,5.0,49,https://lh3.googleusercontent.com/p/AF1QipM6FkVlFyBN8V8My2A66yvL5Shj8HMEs_ZeBZvW=w408-h544-k-no,9.0,2,2025-06-15T23:31:32.616Z,comercio
Lotería de la Provincia,Tienda de lotería,,Av. Colón 1032,,Gran Buenos Aires,Provincia de Buenos Aires,-36.8780247,-60.332119,3.7,48,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Njg-J6b-vSzX9VZEya-yTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.06468&pitch=0&thumbfov=100,2.0,7,2025-06-15T23:31:32.616Z,comercio
Verdulería Tomaco,Tienda de alimentación,,Belgrano 1585,,Olavarría,Provincia de Buenos Aires,-36.8848373,-60.331593,5.0,47,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LfpR_5NMsBOZcsReZwTsqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.52397&pitch=0&thumbfov=100,1.0,2,2025-06-15T23:31:32.616Z,comercio
Tienda Saludable Pueblo Nuevo,Tienda de alimentación,,Independencia 2772,,Olavarría,Provincia de Buenos Aires,-36.8880989,-60.3299773,5.0,46,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npezJm_geuWDgl9YnsCGd99GhEFCsJLujhCVjyjwBt1WHFvvh6xQVw--LklawNrN1jTFtQGikWD8MgbJ82e2wrRKTsv299RGrZcwuXXrwp5ciz-S6i41MhOmRnxYTR_JNy217D6=w408-h725-k-no,2.0,2,2025-06-15T23:31:32.616Z,comercio
Distribuidora Dionisio,Tienda de vinos,,Lavalle 4562,+54 2284 57-7768,Olavarría,Provincia de Buenos Aires,-36.8801102,-60.3099047,,45,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YEQvNdDmCyJIuram8xUCxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.074455&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:32.616Z,comercio
Semillería El Pensamiento,Centro de jardinería,,Alsina 2884,+54 2284 55-6435,Olavarría,Provincia de Buenos Aires,-36.8920376,-60.323244,4.2,44,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npaes_5K40sITBaon76pO9NdH6ftC1Zfr7MGGzEy6zYK2-_UWUUqF1-n4mvlq9yEKksxGMQ4gRCvvUjs95ybgL6loV1QngvyDQmCjDU3mmdYB4NMEta8Yh09fJqE_1ifuJ9uX1P=w408-h544-k-no,10.0,15,2025-06-15T23:31:32.616Z,comercio
FRUTAS Y VERDURAS LO DE CACHO,Tienda de alimentación,,Av. de los Trabajadores 3504,,Gran Buenos Aires,Provincia de Buenos Aires,-36.8867951,-60.3012836,,43,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CsEERSOxvZIqBzyYqU9aMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.04407&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:32.616Z,comercio
Dinamika,Tienda de ropa,,Av. de los Trabajadores 3551,+54 2284 47-6618,Olavarría,Provincia de Buenos Aires,-36.8868245,-60.3009701,,42,https://lh3.googleusercontent.com/p/AF1QipMFqjEVuPHGzsEnbE1p4SEiYT47BEYx0HGPQnuT=w426-h240-k-no,16.0,0,2025-06-15T23:31:32.616Z,comercio
Vicente daiana,Tienda de alimentación,,Av. Alberdi 3365,,Olavarría,Provincia de Buenos Aires,-36.8778504,-60.3327749,,34,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lm949fKxXhnrodeAn1-MSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.74017&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:31.467Z,comercio
Kiosko Coquito,Tienda de alimentación,,Av. Ituzaingó 2160,,Olavarría,Provincia de Buenos Aires,-36.890201,-60.337712,4.3,32,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vIcnbuzk3ykhzMn62lbvwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.63295&pitch=0&thumbfov=100,2.0,6,2025-06-15T23:31:31.467Z,comercio
Essen - Flopi Nievas,Bazar,http://www.instagram.com/essen.flopinievas,"Calle 11, casa 2485 entre Cnel Suarez, Bolívar y",+54 2284 22-6897,Olavarría,Provincia de Buenos Aires,-36.8803517,-60.3439055,5.0,30,https://lh3.googleusercontent.com/p/AF1QipOK6EcNRDTsGNO3K_zn1DKOwZ3oQVRwjS6Dohel=w408-h408-k-no,3.0,3,2025-06-15T23:31:31.467Z,comercio
"Agencia ""El Tero""",Tienda de lotería,,Av. Ituzaingó,,Olavarría,Provincia de Buenos Aires,-36.888985,-60.3368193,4.2,25,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QvCCSLTBW-mvA5oIF4r_UA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.37012&pitch=0&thumbfov=100,1.0,5,2025-06-15T23:31:31.467Z,comercio
Kceritos,Tienda de alimentación,,Av. Alberdi 2788,+54 2284 41-3655,Olavarría,Provincia de Buenos Aires,-36.881884,-60.3373641,4.3,21,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noYTY3O4vflQ5fhxxOz0pHXMw9ZAHJYByOEtHa5GeChjesOx3z415TVzWurL-ROWeqgb__eSyGMD_sALbYNuvZzDZYlOk7RsgTYQJYZ7RApFQqEYKeycwrN4MEinmnbi3u_GbkG=w408-h544-k-no,11.0,53,2025-06-15T23:31:31.466Z,comercio
Distribuidora la Casera Fiambres - Quesos,Tienda de alimentación,https://www.instagram.com/distribuidoralacasera,Av. Colón 2831,+54 2284 42-1106,Olavarría,Provincia de Buenos Aires,-36.8898977,-60.3168669,4.7,16,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ICCghV193iWuEHwhk26HfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.472973&pitch=0&thumbfov=100,2.0,6,2025-06-15T23:31:30.165Z,comercio
Tienda Dulce Camila,Tienda de ropa,,Av. Ituzaingó 3870,,Olavarría,Provincia de Buenos Aires,-36.8786915,-60.3232056,4.4,15,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEL4wTH1ElX0syiWBM4v9QMM4po97MfGgGPU2nzajzfPEMYQ7hspZ8kr0S89jOhafWsroXb0AqIgSaLrgVaywgfsZas0uCOiVYxlIcVxbzl5osn-zTUaCNAPbodJPS4DRUcZkXzxJ-l42CK1bLAsUctDUGJ6NPG50Bqh_cv1i52Kb_5NgchZtsBzYLDhYlHJ5T2LXc=w408-h306-k-no,4.0,10,2025-06-15T23:31:30.165Z,comercio
Maxikiosco Endulza2,Quiosco,,Av. de los Trabajadores 2795,+54 2284 41-7388,Olavarría,Provincia de Buenos Aires,-36.8815361,-60.3071257,4.0,14,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGALtClDpi6jyvZrVYt3wXXGreqMZgxBqxQnntYlH_2lKBmr6zd9VCOAAGRVbZbdrp5Xfs53EsfZigPx7pp0cHZI5KejPvBhxCb1oXyNPL5mMBNAlSYj7xsyM_OXmn9WiV8ndRevQk070KcmZNOZbHXWuIPh0CBbhUTuaSGqzZQin8gJUrtQhnLx1Rlbj8bsOHGzyY=w408-h306-k-no,4.0,4,2025-06-15T23:31:30.165Z,comercio
espensa Avenida,Tienda de alimentación,,Av. de los Trabajadores,,Olavarría,Provincia de Buenos Aires,-36.8755642,-60.3150587,,13,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jpV96FgK5L3Z1i5MB_fEdw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.08478&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:30.165Z,comercio
Bodysculptolavarria,Comercio,,"Rivadavia, Juan XXIII &",+54 2284 41-0520,Olavarría,Provincia de Buenos Aires,-36.8803557,-60.3039102,,11,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQMLVqjbj33jpIrZijgQC-_31DqwL-lQ77TnZgTwt8reBU_vjvxnEUYlqmQnczI2aUpRl5y7r3n7gZUkmeoH7RA3KoZ0nN3LHOvtNsJ5wFP63MSaDEiNqM5y6C0qaQnyqDtO1d=w493-h240-k-no,2.0,0,2025-06-15T23:31:30.165Z,comercio
Supermercado Luna,Supermercado chino,,Av. de los Trabajadores 3160,,Olavarría,Provincia de Buenos Aires,-36.8842502,-60.3044514,3.9,10,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrAC2WAoPh_e0S0nQWQ2V0qJjgFzVHn26WUOK6RGID0RUKACIE2yFxs1MLx5foHM93M-nucEBhEOlp4evJmTOsneaLFekSQOO8MvCavJOSdsYsfoUxoZLL0CCuhrckKUn_CsSE-=w426-h240-k-no,11.0,172,2025-06-15T23:31:30.164Z,comercio
Polirrubro Jona,Tienda de alimentación,,Av. Ituzaingó,,Olavarría,Provincia de Buenos Aires,-36.8857536,-60.3308168,4.7,9,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EkgOYygRo67J4d769eSYfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.73553&pitch=0&thumbfov=100,1.0,3,2025-06-15T23:31:30.164Z,comercio
Jamón del Medio,Quesería,https://www.instagram.com/jamon_del_medio,"LOK, Av. Colón 2723",+54 2284 20-0290,Olavarría,Provincia de Buenos Aires,-36.8892156,-60.3177631,4.4,8,https://lh3.googleusercontent.com/p/AF1QipOgaaGylh50VUzoBU3WN4X9uBPftYEbnTzSkGCv=w408-h440-k-no,40.0,81,2025-06-15T23:31:30.164Z,comercio
"Minimercado, Polleria Y Pescaderia SuMar",Mercado,https://www.instagram.com/minimercadosumar,Av. Domingo Faustino Sarmiento 3348,+54 2284 69-0010,Olavarría,Provincia de Buenos Aires,-36.8897061,-60.3076721,4.5,7,https://lh3.googleusercontent.com/p/AF1QipNOxCzhYljCIYFSLJCZMa62KptBtqPruNp3IqZj=w408-h306-k-no,26.0,126,2025-06-15T23:31:30.164Z,comercio
Tavi,Tienda de ropa,,Hipólito Yrigoyen 1410,+54 2284 52-3693,Gran Buenos Aires,Provincia de Buenos Aires,-36.8791463,-60.3272047,4.6,6,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHO30FAHCpJJmjtV0veXOLVnNxNf_efNZZ-UQAncs-RSVFFpExTdFV3fa395uw83SZLbz1Ncg0k4QVPxZDUqmHD-XRhUs6qnpIIzTzK-LkMD8Vajtpkwd9g9mMPJcu1PYKIGVdhLtjmYtVLuikVRN_XQktZ90sh5QnizcMtt_wB5qCiw0TuYGByQYLgp1PuJzfAge8=w408-h306-k-no,5.0,53,2025-06-15T23:31:30.164Z,comercio
Stikers,Comercio,,Hipólito Yrigoyen 1754,,Olavarría,Provincia de Buenos Aires,-36.8814552,-60.3243615,,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6ed4L9En-7CfEcQ-x4_jCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.70958&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:30.164Z,comercio
"Autoservicio ""Lo de Moni""",Supermercado,,Av. Domingo Faustino Sarmiento 3187,+54 2284 57-5138,Olavarría,Provincia de Buenos Aires,-36.8883142,-60.3089445,4.7,4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqM78T1BBKg_pEdxVWscKytrzD4AMt4fINMzGzHvbi6bDkhprroVXkfBIvqvub_gpT2CiKSFFxINRTvmpeT5jt4NYR4uuPgLxRBsgYx0YfXhH-ZoWmQj01ZHE1CmR7wIgdd-G6o=w426-h240-k-no,15.0,66,2025-06-15T23:31:30.164Z,comercio
Jazmín Supermercado,Supermercado chino,,Alvaro Barros 2763,,Olavarría,Provincia de Buenos Aires,-36.8901401,-60.3184846,3.7,3,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqi3evaqbsp4IMqNJWlvD1_t8sEf9UyBE1BnZZ2U5dD3JuIuqaB1z56pK0kHkDJOHZPua2hzjYRq2pxNH5L7ky7k5uF0gtGUmwKQs7rYK9cwaYzlfVdr_3QgsLH8CLBLq3bQVTM=w408-h544-k-no,16.0,301,2025-06-15T23:31:30.164Z,comercio
Saphirus oficial,Comercio,,Cnel. Suárez 2018 B7400KJV,+54 2284 56-4036,Olavarría,Provincia de Buenos Aires,-36.8900013,-60.3305953,4.7,2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7ewdKUWUomsGCm8Cklwu0YyqRJjsIzc4cayqiL28TQdR_GwIQVTMfnwZzOFgvKfE1tezsENPjN7TvnGurfnQRBxBGwc2u_yU1cZvRmDV7iG5F-RoD3RyVG0PIKHsfeFegndEs=w408-h905-k-no,6.0,6,2025-06-15T23:31:30.164Z,comercio
Minimercado Riccobene,Comercio,,C. Muñoz 4331,+54 2284 44-4816,Olavarría,Provincia de Buenos Aires,-36.8936424,-60.2970224,4.0,1,https://lh3.googleusercontent.com/p/AF1QipPqz_6ryxec2u4WKEr5VKnaCxGhGDz3KNhh2IMj=w408-h305-k-no,49.0,54,2025-06-15T23:31:30.164Z,comercio
Farmacia CECO - Centro Empleados de Comercio de Olavarria,Farmacia,http://www.ceco.org.ar/,Cnel. Suárez 2752,+54 2284 42-2013,KKJ,Provincia de Buenos Aires,-36.8949626,-60.3244959,4.6,17,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGhw3KmuYEQJmjDa5SsxX_Fvac_wTPMBKhbszlRSdsJ2mt-wN3GLHuuIJxS-0ULUi3Qk1N87vZD38lbkfeXwIXLMyqS9KoNmkA6ysfU9w7fkRtEAjSblcoH6Kg68IaKFZCxk2l5ynH8dhrFkdBJgC16PAPcDHKpLKZK6n1hNoxSCKruAazWLkjOWnSvw8pHDP_LzY0=w408-h306-k-no,14.0,152,2025-06-15T23:31:30.165Z,comercio
BitField,Servicio agrícola,,"B7400, Alvaro Barros 4374",+54 2284 67-1514,Olavarría,Provincia de Buenos Aires,-36.9012314,-60.3052924,5.0,19,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ygx1oJqH4m8sjUQ3L6Nx8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.24086&pitch=0&thumbfov=100,8.0,2,2025-06-15T23:31:29.857Z,tecnologia
INTA,Instituto de investigación,https://inta.gob.ar/olavarria,"Agencia De Extensión Rural, Alsina 2642",+54 2284 42-4115,Olavarría,Provincia de Buenos Aires,-36.8934925,-60.325438,5.0,18,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TWFqx2sCUPqZJyWTiV2hRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.57288&pitch=0&thumbfov=100,1.0,3,2025-06-15T23:31:29.857Z,tecnologia
DJ korubo S & I,Servicio de tecnología de eventos,,7400,+54 2284 50-9098,Olavarría,Provincia de Buenos Aires,-36.8965979,-60.3262013,,17,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eKFCY-jY_B-V4PF03oECoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.96423&pitch=0&thumbfov=100,1.0,0,2025-06-15T23:31:29.857Z,tecnologia
A mi modo Boutique,Comercio,http://www.amimodoboutique.com.ar/,Independencia 4757,,Olavarría,Provincia de Buenos Aires,-36.8748416,-60.3129769,5.0,12,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZrVXehoBToHZdzrsLt3uxDy561cVV1iqyYUFrtK8T8763NaiB0ju5YsunP7S3qOPFKZwGY3m7S1nF3AhHNNocsckh6e6FMemf7A5Ims6qZIONA07A_9TuKHWNGU4kIBThO2D9BQ=w408-h496-k-no,11.0,13,2025-06-15T23:31:30.165Z,comercio
Prometeo-Libreria,Librería,,Vicente López 2625,+54 2284 68-9947,Olavarría,Provincia de Buenos Aires,-36.894219,-60.3247229,4.8,15,https://lh3.googleusercontent.com/p/AF1QipMsjMXyyOILI_2YVxB3cj_430q2o0euKLssf1B4=w408-h544-k-no,14.0,23,2025-06-15T23:31:29.856Z,tecnologia
Informática Olavarría,Proveedor de servicios de Internet,,Av. del Valle 3141,+54 2284 41-0036,Olavarría,Provincia de Buenos Aires,-36.8999322,-60.3244492,3.7,14,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R7Qoe6mHZOyqJj5N7nBs8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.966694&pitch=0&thumbfov=100,1.0,55,2025-06-15T23:31:29.856Z,tecnologia
Pardo,Tienda de electrodomésticos,,Vicente López 3161,+54 2284 42-3156,Olavarría,Provincia de Buenos Aires,-36.8907321,-60.3204402,4.5,13,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noyfTocUdKwM54TUWwOWd0Lzegn_FTgJXdDCHyLsCgurMdw-U--v8SjtLyTSZdLV4BSsKdBcXvXUrWmlBRSk_kSvoSIbCRnoW8352V3N5S4rwsliJexwjTmIriAkNb-1zy5aYk=w408-h544-k-no,25.0,256,2025-06-15T23:31:29.856Z,tecnologia
Alarmas centro,Tienda de alarmas antirrobo,,Av. Pringles 3436,+54 2284 41-6262,Olavarría,Provincia de Buenos Aires,-36.8937743,-60.3118298,4.7,12,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrXHXymEFhvhPKhEEL2BRmD6zfdxwcEtNBS7912gHQVnHX2GcgNvhRt-POLauvAxEoD0x7PCX7dFhWTpATnDLuNxhd6dahBWkDinwIHkJ2rc3BvRDTaoyPS7nG_EFFKtqkcaHm7OA=w408-h446-k-no,4.0,15,2025-06-15T23:31:29.856Z,tecnologia
