title,categoryName,website,street,phone,city,state,location/lat,location/lng,totalScore,rank,imageUrl,imagesCount,reviewsCount,scrapedAt,searchString
Galtech,Comercio,,Parque Industrial Tandil - Calle 6 n°465,+54 249 442-8506,Tandil,Provincia de Buenos Aires,-37.2914922,-59.1886446,4.6,4,https://lh3.googleusercontent.com/p/AF1QipNje5AehY0lJupeUfrhRez6bXoX33zNcYKRK9yl=w408-h272-k-no,11.0,39,2025-05-28T23:43:20.499Z,ventas
Inmobiliaria Constructora Romeo Alquileres-ventas,Agencia inmobiliaria,,Mitre 1548 Sur,,Tandil,Provincia de Buenos Aires,-37.3185136,-59.1242455,,12,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3r7OS1cDnMJPjNPojRyS2VNUotjcs5EgF0bgZql_KTLvVY6VAWb7LCnuZdmpk4cnV4deIL1XHfinZCjvaKrF4UYCFqGRnTA6gpNj_IcJJk8Ysfx0F5JquYbHIJIo3JFYFR8k6=w408-h402-k-no,3.0,0,2025-05-28T23:43:23.973Z,ventas
Rivero Propiedades,Agencia inmobiliaria,,Gral. Roca 519,+54 249 456-2717,Tandil,Provincia de Buenos Aires,-37.3233921,-59.1258939,4.6,10,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e8rvq1LS_I1hHHOywcQ7Mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.4131&pitch=0&thumbfov=100,1.0,9,2025-05-28T23:43:23.973Z,ventas
Inmobiliaria Carlos Fanucchi,Agencia inmobiliaria,,Av. Brasil 387,+54 249 461-3756,Tandil,Provincia de Buenos Aires,-37.3315343,-59.1120446,5.0,6,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ugHNiaI3QRyVEh16jmY93A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.67346&pitch=0&thumbfov=100,1.0,2,2025-05-28T23:43:23.972Z,ventas
Cooperativa de Trabajo Impopar Ltda,Fábrica,http://www.inpopar.com/,"Parque Industrial Tandil, Parcela 4A",,Tandil,Provincia de Buenos Aires,-37.291633,-59.1783723,4.4,5,https://lh3.googleusercontent.com/p/AF1QipOwkJkK9bnlE1xLGK_fImgiBfd--fc3ids9RoC1=w408-h305-k-no,54.0,11,2025-05-28T23:43:20.499Z,ventas
Papelera LC,Papelería,,7000,+54 249 434-3430,Tandil,Provincia de Buenos Aires,-37.308192,-59.128931,4.7,4,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rsoFQh9k8xAYd_NNsdRbiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.93633&pitch=0&thumbfov=100,1.0,3,2025-05-28T23:43:27.927Z,ventas
Automoviles San Jorge - Tandil Concesionario Oficial Chevrolet,Concesionario Chevrolet,https://www.thauntandil.com.ar/,Colectora Luis María Macaya 687,,Tandil,Provincia de Buenos Aires,-37.3141625,-59.1100347,4.3,11,https://lh3.googleusercontent.com/p/AF1QipP2NgGQcSGsAcTD_bynWlnWI9O3uVUfPuKxXKS1=w408-h272-k-no,68.0,379,2025-05-28T23:43:23.973Z,ventas
Cooperativa De Provisión De Servicios De Administración De Ventas A Crédito Tandil Ltda.,Banco,,Leandro Alem 620,,ATN,Provincia de Buenos Aires,-37.3250479,-59.13405,,16,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mNFSxQx0fURglesBV8mnuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.50716&pitch=0&thumbfov=100,1.0,0,2025-05-28T23:43:27.841Z,ventas
Cardinale Propiedades,Agencia inmobiliaria,https://www.cardinalepropiedades.com/,14 de Julio 109 Oficina 6,+54 249 434-0685,Tandil,Provincia de Buenos Aires,-37.333679,-59.137047,4.8,20,https://lh3.googleusercontent.com/p/AF1QipN9dz7bPOhvhZ4nD7l8hJG6cahWT6CA-i5l_kt9=w408-h408-k-no,5.0,21,2025-05-28T23:43:27.841Z,ventas
Mezzina Propiedades,Agencia inmobiliaria,https://mezzinapropiedades.com.ar/,Constitución 443,+54 249 456-5310,Tandil,Provincia de Buenos Aires,-37.3333882,-59.1350105,4.8,11,https://lh3.googleusercontent.com/p/AF1QipNM6Ux3kyEgbGk-TbWR15JkmRUWcr-3G98kq-Of=w408-h545-k-no,17.0,52,2025-05-28T23:43:27.841Z,ventas
Casa Sampietro,Tienda de artículos para el hogar,https://sampietroweb.com.ar/,"9 de Julio, San Martín esquina",+54 810-333-6534,Tandil,Provincia de Buenos Aires,-37.3258321,-59.1352677,4.0,18,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZT78iD49rfaEDh89mTXNbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.1569&pitch=0&thumbfov=100,2.0,4,2025-05-28T23:43:27.841Z,ventas
Natalia Zaccaría Negocios Inmobiliarios,Agencia inmobiliaria,,Pinto 997,+54 249 420-8358,Tandil,Provincia de Buenos Aires,-37.3252599,-59.1301209,5.0,5,https://lh3.googleusercontent.com/p/AF1QipNTNvYFVjc6eZ9rlzVnhutDyzROoiKedo64vUTo=w408-h306-k-no,5.0,1,2025-05-28T23:43:27.840Z,ventas
La Sirena Pizzeria,Pizzería,http://www.instagram.com/lasirenadetandil,Pinto 890,+54 249 460-2113,Tandil,Provincia de Buenos Aires,-37.3258321,-59.131797,4.0,10,https://lh3.googleusercontent.com/p/AF1QipNIJ3kiIwUI1fRdXSeAcLANoNKSt3-BvyCo4Gxi=w408-h725-k-no,95.0,110,2025-05-28T23:43:27.840Z,ventas
Inmobiliaria Alewaerts,Agencia inmobiliaria,http://www.inmobiliariaalw.com/,San Martín N° 954,+54 249 444-8925,Tandil,Provincia de Buenos Aires,-37.324075,-59.130005,4.4,19,https://lh3.googleusercontent.com/p/AF1QipPz-WNYFnQ9k6pf7ZoGgTEzfMJ5Ff86yx5HpgIR=w408-h408-k-no,33.0,64,2025-05-28T23:43:27.841Z,ventas
Terrenos en venta,Urbanización,,,,Tandil,Provincia de Buenos Aires,-37.339559,-59.1425045,,4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEdFLK6Kg8S284UbDo20HDXCVs7qbArEt9h8y6OhKgweot-_vCYt8TCh4Ru5kUL9pJrCB5RY_LbcflEGAscQ8FV_-qMImKN_-WWRgpm54L9MAom-ezZzRQUbDwgqXk2HCCmyzOJg=w408-h306-k-no,3.0,0,2025-05-28T23:43:44.674Z,ventas
Inmobiliaria Dámaso propiedades,Agencia inmobiliaria,,Lobería 954,+54 249 462-9655,Tandil,Provincia de Buenos Aires,-37.3374312,-59.1237873,,21,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GeEn_rjz72SYH0D4T2jSzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.69894&pitch=0&thumbfov=100,1.0,0,2025-05-28T23:43:45.227Z,ventas
Inmobiliaria Leonardi David,Agencia inmobiliaria,,Alberdi 832,+54 249 432-1062,Tandil,Provincia de Buenos Aires,-37.3262637,-59.1453769,5.0,9,https://lh3.googleusercontent.com/p/AF1QipPu8WWWYSd_UEYU7YTlRfMf6AMhJcKjKCS7pUNZ=w408-h306-k-no,7.0,6,2025-05-28T23:43:46.275Z,ventas
CTkayaks Tienda &Turismo,Tienda de deportes al aire libre,http://ctkayaks.com/,"Local de Ventas, Dr. Saavedra Lamas 365",+54 249 433-0543,Tandil,Provincia de Buenos Aires,-37.3519483,-59.132004,4.8,21,https://lh3.googleusercontent.com/p/AF1QipM2w1KBWWCDEe7lzP3a_MpsbkbGm0WA6k0gYP1q=w408-h541-k-no,71.0,48,2025-05-28T23:43:43.756Z,ventas
Naldo - Tandil,Tienda de artículos para el hogar,http://www.naldo.com.ar/,Belgrano 684,+54 249 444-3999,Tandil,Provincia de Buenos Aires,-37.3284011,-59.1340925,4.2,15,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHPfZZ3aMJbFdW-p-wzx8ATDueClACBuNMRlLTk26g9GZBc7Axr9UmvZMedovwGqDmq5W67AbsUOEjhrfUfkwk9CVvyRgX99EsNk_KcS-tj8cFhCksTXuoQMJK_aR3jR21Z_nj7XooPFiU0-scDKkgYP1eLXYIs9_jo5utFQRhpsmJm6GYLRrg53hwfRw1EJrnxY-0=w408-h306-k-no,18.0,545,2025-05-28T23:43:27.841Z,ventas
Carrocerias Rodriguez SECPA,Fábrica,,Lavalle 322,+54 249 451-6974,Tandil,Provincia de Buenos Aires,-37.3051879,-59.1473936,5.0,5,https://lh3.googleusercontent.com/p/AF1QipO6kCjUUdnau6Kc3LdP1UwyfxkwNYta9ybjHBLB=w408-h428-k-no,9.0,8,2025-05-28T23:43:49.951Z,ventas
Agrobolsas,Fábrica,http://www.agrobolsas.com.ar/,Av. Colón 1636,+54 249 442-7613,Tandil,Provincia de Buenos Aires,-37.3118313,-59.1381511,4.4,7,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=95-jmkvAyT85l7oKk-hrdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.09686&pitch=0&thumbfov=100,2.0,39,2025-05-28T23:43:49.951Z,ventas
Inmobiliaria Joana Rodríguez,Agencia inmobiliaria,http://www.joanarodriguez.com.ar/,Av. Avellaneda 782,+54 9 249 421-8253,Tandil,Provincia de Buenos Aires,-37.3325137,-59.1299083,4.8,9,https://lh3.googleusercontent.com/p/AF1QipMLsiut8VYq1GQ7EsDkipkwLr3AalSAzmkQXw_d=w408-h272-k-no,10.0,52,2025-05-28T23:43:27.840Z,ventas
"Juan M. Zeballos, Estudio inmobiliario",Agencia inmobiliaria,https://www.facebook.com/Juan-M-Zeballos-Estudio-Inmobiliario-301048440358110/,Alberdi 477,+54 249 466-8205,Tandil,Provincia de Buenos Aires,-37.3304872,-59.1425057,3.8,14,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hg8sMHdze3ZLj4J-Gs1Mxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.46283&pitch=0&thumbfov=100,6.0,5,2025-05-28T23:43:53.964Z,ventas
Iturralde Hidrolavadoras - Karcher Oficial - Serv Tecnico,Servicio de lavado a presión,,San Lorenzo 1535,+54 249 442-4144,Tandil,Provincia de Buenos Aires,-37.3171838,-59.148715,4.0,8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CUOlCtgsV1uKcmJfp1d_cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=51.105965&pitch=0&thumbfov=100,2.0,16,2025-05-28T23:43:55.037Z,ventas
Matías Manuel Martínez Propiedades,Agencia inmobiliaria,,Av. España 683,+54 249 455-0337,Tandil,Provincia de Buenos Aires,-37.3224937,-59.1376746,5.0,13,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHBiXaoOX8aE9xEW63LaLnff4PILBbkpbN3fJ4kTNt6hjdfXv219hV_6CEjbYH42Qm9p2nk5xme_WqLCbh0FDqQsG4xePeZj-l514iwLc913vs36fHx5_96u-ptA04-k1t-NItz9TL1GI4htWiau-cEQ5W0KROQ-iCshKHTQcXTX-nRZM6cow3pJ8X-ckQrDbpl8w=w408-h306-k-no,2.0,1,2025-05-28T23:43:53.964Z,ventas
Edificio Terrazas de Tandil,Edificio de apartamentos,,Chacabuco 838,+54 249 427-3088,Tandil,Provincia de Buenos Aires,-37.3245983,-59.1411628,3.0,10,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE7i2VrAYpE8g8fjnta6Ckv-1zb1DMH78LAtqYddqN50QLPojlerMQMuW7-7ct84M-U69WAP-U2QhBPy2UHyZWF3Wr3M4lzxh0pNQWrTOQwrWcaBOPX2yW7xNNMp3xj7g275lXvtn8pxeXOtneldSxJTS1aZAiIV5wHLRJ_GAAGuZfxZaGL8wYTM8KBu-RgloYL6bk=w408-h306-k-no,2.0,6,2025-05-28T23:43:53.964Z,ventas
Gorostidi Inmobiliaria,Agencia inmobiliaria,,Av. Perón 1215,+54 249 461-9966,Tandil,Provincia de Buenos Aires,-37.3220862,-59.1492349,4.3,8,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGDtR0AppBJqbN05pi_FXA8b2t91bhcDQOg4YZG0cm6R4AFhPWYacT-4ixTDFI3tWmWoJsFsTBPFP1OcgzXgZMQaEUO_QWucSBAzUpMoE5V2DYWGdbg15w1tFxEq-a21Hniz7-AhGqVNtv1n0pu5GvYgTkoH0cpq4NeaUY34bebkv4KzhM7zCL9AFdPxw4PaN7Wc0Y=w408-h306-k-no,7.0,62,2025-05-28T23:43:53.964Z,ventas
Confal Seguridad,Proveedor de sistemas de seguridad,https://www.confal.com.ar/incendio.php,"CP 7000, Gral. Rodríguez 998 Sur",+54 249 442-1506,Tandil,Provincia de Buenos Aires,-37.3216453,-59.1395959,3.8,20,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=18syZw_SyRmlIJqfmpndDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.86145&pitch=0&thumbfov=100,1.0,13,2025-05-28T23:43:55.038Z,ventas
Inmobiliaria Emilio F. Rodriguez,Agencia inmobiliaria,http://emiliorodriguez.com.ar/,Belgrano 319,+54 249 444-3977,Tandil,Provincia de Buenos Aires,-37.3303587,-59.1389058,4.1,19,https://lh3.googleusercontent.com/p/AF1QipNdFJFJ1_RaqnYMoHKT6BZx-9uBwziuq3L9Bc9x=w408-h405-k-no,11.0,68,2025-05-28T23:43:53.964Z,ventas
"Cerveza Lucre, Bar y Fábrica",Cervecería artesanal,https://instagram.com/cervezalucre,Alberdi 1337,+54 249 462-1253,Tandil,Provincia de Buenos Aires,-37.3200057,-59.1488804,5.0,7,https://lh3.googleusercontent.com/p/AF1QipMt2Zp9AModSHYpJPhRJc-63BtdggbUXUmuTPXK=w408-h612-k-no,18.0,22,2025-05-28T23:43:46.275Z,ventas
INMOBILIARIA RE/MAX SIERRAS,Agencia inmobiliaria,http://www.remax.com.ar/sierras,Av. Colón 1219,+54 249 462-9920,Tandil,Provincia de Buenos Aires,-37.3165811,-59.1349591,4.1,13,https://lh3.googleusercontent.com/p/AF1QipNdnJcMnJoLKTz1nMnINe07cDY0rIBF5TwTEDTQ=w408-h272-k-no,24.0,41,2025-05-28T23:43:59.997Z,ventas
Suarez Negocios Inmobiliarios,Agentes inmobiliarios,https://laofi.inmo.co/,25 de Mayo 179,+54 249 439-0140,Tandil,Provincia de Buenos Aires,-37.3334845,-59.1395433,5.0,15,https://lh3.googleusercontent.com/p/AF1QipPkCDXQffb6hnd003_TBo5YpnCEJOm0hWKFuavj=w426-h240-k-no,6.0,1,2025-05-28T23:43:53.964Z,ventas
SERVICE OFICIAL MIDEA TANDIL,,http://www.todosistema.com/,Belgrano 184,+54 249 460-7028,Tandil,Provincia de Buenos Aires,-37.3309696,-59.1410663,1.0,17,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jTHcj0Yb2fnUjJtSkzO6YA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.67346&pitch=0&thumbfov=100,3.0,2,2025-05-28T23:43:53.964Z,ventas
