title,categoryName,website,street,phone,city,state,location/lat,location/lng,totalScore,rank,imageUrl,imagesCount,reviewsCount,scrapedAt,searchString
Natsu Electronica y Videojuegos,Tienda de videojuegos,,4 de Abril 418,+54 249 420-9290,Tandil,Provincia de Buenos Aires,-37.3258809,-59.1278876,4.6,11,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPMSbI9LNuJQ07QOj9qMrHm5hkI963UBT-M-FkQtwYXAOiKwg9d8uwPuj_OXDvzURZm_IQADkKwc-NA2vvRSBVCHp5m6CZoO6qg3_yE8sFtTz0u93TBdet1rV-hKVzGCvItpE=w427-h240-k-no,19.0,88,2025-05-28T23:28:48.651Z,"electronica, tienda"
Eco Pila,Tienda de electrónica,,Sarmiento 656,+54 249 438-6907,Tandil,Provincia de Buenos Aires,-37.3247176,-59.1365503,4.7,12,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npCJvZxWCb0YKn9PiKZCCWzJqKcvLP9zPuNu0xbHVgzcydsLpYpaWsP_am_SbRzZKj15NkixHtl2hkWy5Uu0LCvOTQibFRbzEC1RQ7Oa1_xRPSH7NDeJeUOtrkq0mWmP9_ogXRexg=w408-h544-k-no,9.0,134,2025-05-28T23:28:48.651Z,"electronica, tienda"
Vitalia Computación,Tienda de informática,,Quintana 595,+54 249 420-7361,Tandil,Provincia de Buenos Aires,-37.3073852,-59.1425898,4.3,13,https://lh3.googleusercontent.com/p/AF1QipMwwDzlldfBVhK2DZaRKRE-0AQj77OmuiPdsh3Q=w408-h408-k-no,9.0,24,2025-05-28T23:28:48.651Z,"electronica, tienda"
Compu Tandil,Tienda de electrónica,,San Martín 1001,+54 249 465-7856,Tandil,Provincia de Buenos Aires,-37.3240545,-59.1305023,1.0,14,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rhHPemBM31sX7z7WrqjHSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.31743&pitch=0&thumbfov=100,1.0,3,2025-05-28T23:28:48.651Z,"electronica, tienda"
Wonder Store,,http://wonderstore10.empretienda.com.ar/,Jurado 1567,+54 249 432-1662,Tandil,Provincia de Buenos Aires,-37.3073543,-59.1159914,,15,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cqIrauPVnwGbelX65R2ygw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.51381&pitch=0&thumbfov=100,1.0,0,2025-05-28T23:28:48.651Z,"electronica, tienda"
Lucaioli,Tienda de electrónica,,Gral. Rodríguez 677,,Tandil,Provincia de Buenos Aires,-37.3254221,-59.1371266,5.0,16,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fw-FZNBCUc9Em2V4xpE8hQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.263706&pitch=0&thumbfov=100,1.0,2,2025-05-28T23:28:48.651Z,"electronica, tienda"
MacroCam Seguridad Electrónica,Televisión de circuito cerrado,http://www.macrocam.com.ar/,Pinto 1727,+54 249 449-9233,Tandil,Provincia de Buenos Aires,-37.3212976,-59.1192885,4.8,17,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrp95TVJhJT3XGd7kqje__3Yj17Q22Eh_00RbhEtUxyzVWWxMokOIVf7w_LBWuWUrVx3ZJZRuhNacQ0wSQ7JqefCaMjBazdfFAizBq0o0V8IY2na4VBZgtj9HvGSX8SEvAqXz-8=w408-h306-k-no,17.0,15,2025-05-28T23:28:48.651Z,"electronica, tienda"
Make IT Girl - Soluciones IT,Empresa de alojamiento web,,"barrio falucho 22, Pje. D 765",+54 249 454-5017,Tandil,Provincia de Buenos Aires,-37.3061792,-59.1012506,5.0,18,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dx456Duz4kz0CD9PCNu3Pw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.87285&pitch=0&thumbfov=100,1.0,22,2025-05-28T23:28:48.651Z,"electronica, tienda"
Frávega,Tienda de electrónica,http://www.fravega.com/,9 de Julio 563,+54 249 442-7076,Tandil,Provincia de Buenos Aires,-37.3260586,-59.134978,3.7,19,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLxGY-gAtMEgxY-jMdeDP94F20n88DPgfz1JmCFBjyG9rmkOOooSWSjnan81fdRnFoTzEFgs3-77CnNf9rLbCXs970VQvnmTDPQyK5JVUqcZ-SJLnWihQ1YYVYhymFNWWoUYHR_A=w408-h544-k-no,46.0,548,2025-05-28T23:28:48.651Z,"electronica, tienda"
Otero Tandil,Tienda de electrónica,https://www.otero.com.ar/,Gral. Rodríguez 705,+54 249 442-9196,Tandil,Provincia de Buenos Aires,-37.3250197,-59.1372743,4.3,20,https://lh3.googleusercontent.com/p/AF1QipNipXT9LenHidQjy4CF_EPZ1TTjdR_7sinLPlCa=w408-h271-k-no,13.0,121,2025-05-28T23:28:48.651Z,"electronica, tienda"
NETVI Computación,Tienda de informática,,Sáenz Peña 597,+54 249 464-4261,Tandil,Provincia de Buenos Aires,-37.3056444,-59.1405412,4.5,4,https://lh3.googleusercontent.com/p/AF1QipObNSFS5E68FI5B3kHVfxB4T4U3YP8q3aRu3JNr=w408-h408-k-no,159.0,66,2025-05-28T23:28:49.368Z,"electronica, tienda"
Varieté Indumentaria Electrónica Y Más,Tienda de ropa,,Primera Junta,,Tandil,Provincia de Buenos Aires,-37.305924,-59.1260349,,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YOElxuVEPD165hTuyz-lMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.28439&pitch=0&thumbfov=100,1.0,0,2025-05-28T23:28:49.369Z,"electronica, tienda"
supercell,Tienda de electrónica,,Av. Perón,,Tandil,Provincia de Buenos Aires,-37.321193,-59.1499517,5.0,13,,,1,2025-05-28T23:28:49.369Z,"electronica, tienda"
Aloise,Tienda de electrónica,http://www.aloise.com.ar/,Gral. Rodríguez 680,+54 9 249 463-2053,Tandil,Provincia de Buenos Aires,-37.3254424,-59.1373782,5.0,20,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-UL4Gy0liH5qaYMGW0e6Wg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.4685&pitch=0&thumbfov=100,1.0,4,2025-05-28T23:28:49.370Z,"electronica, tienda"
Cretal - Cooperativa Rural Eléctrica Tandil Azul Ltda.,Cibercafé,http://www.cretal.com.ar/,Colectora Sur J. C. Pugliese 498,+54 249 442-7055,Tandil,Provincia de Buenos Aires,-37.316835,-59.1086234,3.6,23,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonjEuonO3ddiFQ_w6GorOezrieFOEGXAbNnTNwGKx2cbX4UbEZhiku4eDvHUgyzPA2iAklONe27fl3s5n2wix8ZUF9aF7eiM_8uYxvg0tql8GV6Ytndh-UsP62G5EFafJivVM=w408-h306-k-no,38.0,24,2025-05-28T23:28:49.456Z,"electronica, tienda"
Taller Mecánico MP,Taller de reparación de automóviles,https://www.guia-dorada.com.ar/guia/aviso-taller-mecanico-mp-en-tandil-buenos-aires-25618.html,Av. Falucho 1294,+54 9 249 469-3224,Tandil,Provincia de Buenos Aires,-37.3199422,-59.10627,4.5,24,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYekPzU5S15WCM51Y7YTr7qmgGcVYgbscIEVsefCj6zINlztGhfcUhYU5JKK9JmKVPV5ZGLDn6GUXZC_jX1fJQuEuS0t080nsGr-xHTtNy4sCYwYQPuLLdEuC7OURlnINyXCCF=w426-h240-k-no,23.0,77,2025-05-28T23:28:49.457Z,"electronica, tienda"
INTERMOVE WIFI,Tienda de electrónica,,Los Tulipanes 1880,+54 249 463-7460,Tandil,Provincia de Buenos Aires,-37.3126438,-59.1781224,4.3,2,https://lh3.googleusercontent.com/p/AF1QipOL8nTX9qdFpFD80G3etq8I6jVK8i0Ye6OJLKU=w408-h408-k-no,28.0,13,2025-05-28T23:28:51.589Z,"electronica, tienda"
SerTecTan,Empresa de software,https://sites.google.com/view/sertectan/inicio,Salta 1961,+54 249 452-3129,Tandil,Provincia de Buenos Aires,-37.3085248,-59.1784333,5.0,5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gxDMi0CfdI8WNIDsKiDjvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.19775&pitch=0&thumbfov=100,1.0,1,2025-05-28T23:28:51.589Z,"electronica, tienda"
Dr. PC,Tienda de informática,,Chaco 1614,+54 249 463-4755,Tandil,Provincia de Buenos Aires,-37.3202902,-59.1596909,,11,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npil1RcI5cZblpPm7ZvjKqjwVYIegfEntS-xJkrUk23WBcBeRbtHHuAfq_opiCYpDfgrBjHluS2V1tqxuuWVLeTYYuOYDFEHK5Yxx9yH0F1WHvsoK-PxZ0pEWxb-z93skVcvNkYgQ=w408-h544-k-no,3.0,0,2025-05-28T23:28:51.589Z,"electronica, tienda"
"NEXT JUEGOS TANDIL ELECTRÓNICA, COMPUTACIÓN",,,Sarmiento 356,+54 249 447-8999,Tandil,Provincia de Buenos Aires,-37.3263077,-59.1406216,4.5,15,https://lh3.googleusercontent.com/p/AF1QipOqAnjQs0qjCJRG8DRn2eFdiVf4egQj69D7u7jS=w408-h306-k-no,55.0,14,2025-05-28T23:28:51.589Z,"electronica, tienda"
Compu-K,Tienda de ordenadores de segunda mano,,Gral. Roca 1133,+54 249 456-8485,Tandil,Provincia de Buenos Aires,-37.3158857,-59.1299135,,24,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XWKozjIWF9sOKhhDx6zmPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.050774&pitch=0&thumbfov=100,1.0,0,2025-05-28T23:28:53.337Z,"electronica, tienda"
"Cicconi Equipos Multifuncionales, Fotocopiadoras, Copiadoras e Insumos de Impresión",Servicio de reparación de impresoras,http://www.cicconi.com.ar/,11 de Septiembre 1057,+54 249 442-6639,Tandil,Provincia de Buenos Aires,-37.3163113,-59.1279474,4.6,26,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e3NU-zCDyUot_DX4-xjKkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.527607&pitch=0&thumbfov=100,1.0,24,2025-05-28T23:28:53.337Z,"electronica, tienda"
Marcasso Julio,Comercio,,Av. Marconi 1662,+54 249 463-3146,Tandil,Provincia de Buenos Aires,-37.3166516,-59.1231978,4.5,27,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHl-lr9xnMsXYvmDK9SPgBzmp5-lq8WwzOrAjVZI-SQ21kuIXu7UHTP0bFE-vIah9dD9MPf9GJZQ3Rq9EVzM4nhmXpDyCVgIle1ABLPg0ARsKpL81Ac51evflWCUWbViaW8rAZk8-7R48um2SDjdu8OKazWaI_t65cKQ95Y0a-acpQgyKXRQJ-_bImI5IUpITDJRg=w408-h306-k-no,3.0,47,2025-05-28T23:28:53.337Z,"electronica, tienda"
inter UI,Diseñador de sitios web,,Ijurco 3191,+54 249 461-9111,Tandil,Provincia de Buenos Aires,-37.2855571,-59.1045485,5.0,21,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=09abNW5pam8j2vHFk5bFpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.73468&pitch=0&thumbfov=100,1.0,1,2025-05-28T23:29:03.448Z,"electronica, tienda"
Carrefour Hipermercado Tandil I,Tienda de electrónica,https://www.carrefour.com.ar/,Panamá 351,+54 11 6894-1850,Tandil,Provincia de Buenos Aires,-37.3240224,-59.1144571,4.1,7,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodZtaCR7lrT421oJNAielB66BRtTmTDUQSg1h9qedNRunvpQR-47JsKYZx71zOwROxiHYevNsdJL8NriyD9gW3ecB0tz7tXlwdVuiYxKt4GwjIJtyldcg2FKgoklUn5_4o-hEhpA=w408-h306-k-no,3470.0,8050,2025-05-28T23:29:05.676Z,"electronica, tienda"
Desarrollo & Diseño Web Tandil,Diseñador de sitios web,http://altoimpactoweb.com/,"Los, C. Los Tamarindos",+54 249 449-6627,Tandil,Provincia de Buenos Aires,-37.3228039,-59.0908681,5.0,22,https://lh3.googleusercontent.com/p/AF1QipNPxobaDLQVDteF0U0hokJDfmyMZ7l81PXAW3lh=w523-h240-k-no,1.0,2,2025-05-28T23:29:06.466Z,"electronica, tienda"
Temperies,Consultora informática,http://www.triptio.com/,C. Andrés Macaya 1394,+54 249 438-2736,Tandil,Provincia de Buenos Aires,-37.3321282,-59.0924665,,23,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=icoS3PB85eCnac1Bkr-P3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.13682&pitch=0&thumbfov=100,1.0,0,2025-05-28T23:29:06.466Z,"electronica, tienda"
Uruz Software & Company,Empresa de software,https://uruz.com.ar/,Massini 237,+54 9 249 433-2529,Tandil,Provincia de Buenos Aires,-37.3240589,-59.1008678,,24,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o7KWz7ySTg7Dk2fZpVp0qw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.6111&pitch=0&thumbfov=100,2.0,0,2025-05-28T23:29:06.466Z,"electronica, tienda"
BXA Store,,,,+54 249 454-9328,Tandil,Provincia de Buenos Aires,-37.3287999,-59.1367167,,20,,,0,2025-05-28T23:29:10.861Z,"electronica, tienda"
Carrefour Maxi,Tienda de electrónica,https://www.carrefour.com.ar/,Av. del Valle 334,+54 11 5150-0168,Tandil,Provincia de Buenos Aires,-37.3146034,-59.1486316,4.0,11,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0Zav4TSO2d1u1lKv5zPtPjSfG_pHSMqRtORXSEEIllWqa_3xpNhxvmW6_d4s_dQ9UWF7DLN6KcbWwKZf6rABf85Lfp3Qlzjgm5paegX9MRIDVR7GxRASUKF_6ZM0MfoVFfV4=w408-h306-k-no,838.0,3205,2025-05-28T23:29:11.352Z,"electronica, tienda"
Carrefour Market,Supermercado,https://www.carrefour.com.ar/,9 de Julio 548,+54 800-444-8484,Tandil,Provincia de Buenos Aires,-37.3262889,-59.1350953,3.9,17,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqai6B0L3zMJjdkSXvVSXwDBiKbWmUTejgL9I5cFx-H7uMJSHRO8uLl_Z_RdkZ_SXLezbxHIY1cv5OtSkwfdqGvgNhzGwMfSXotZXLafdRDivPmk_Qg6hiXk3abybt1k99bwNl3sQ=w426-h240-k-no,117.0,1793,2025-05-28T23:29:11.352Z,"electronica, tienda"
NVDSoftware,Empresa de software,http://www.nvdsoftware.com/,Libertad 524,+54 249 466-7025,Tandil,Provincia de Buenos Aires,-37.3402821,-59.1297799,5.0,21,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=O_30n2TvbuBbKwgil18aNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.40257&pitch=0&thumbfov=100,1.0,1,2025-05-28T23:29:12.344Z,"electronica, tienda"
Computacion Tandil,Tienda de informática,http://www.computaciontandil.com/,9 de Julio 1007,+54 249 457-4121,Tandil,Provincia de Buenos Aires,-37.3207787,-59.1380159,4.9,9,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfHRxaK_Fy5Xf9JRGRornVFHcCMc9QReaLdnY-ilgm2USQr7_R8xUIKtl8eAMHNg8yFz902nl1h47kWYlRVN-VD5q0yM42UB8joe6ZhNx1s4XW64Gru6WSn_cCeuF429ezUb_r=w408-h306-k-no,49.0,73,2025-05-28T23:29:13.196Z,"electronica, tienda"
Supermercados Monarca,Supermercado,https://www.facebook.com/Supermercados-Monarca-206284989497589/,Av. Colón 1150,+54 249 443-5034,Tandil,Provincia de Buenos Aires,-37.317558,-59.134984,4.5,19,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqK2OxQpamYoPlN_x_-qNhumT-xGpNgULl5wijYAwinOCJs8VZ8BqtvzmRlCI0uvMWOopk2d5MvDEvfkv4DKvjw61DHqlVHeaVYmQ8iDwKSqZiWEH6abii9AA5Ly-Fq7clR-bOMmA=w426-h240-k-no,312.0,3165,2025-05-28T23:29:13.196Z,"electronica, tienda"
Supermercado Monarca,Supermercado,https://www.facebook.com/Supermercados-Monarca-206284989497589/,Av. Perón 1295,+54 249 444-8630,Tandil,Provincia de Buenos Aires,-37.3211769,-59.1497857,4.5,26,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npJfr5uSw7rNDcLtOxmvW1ukBMCvNBvhlzaNAiLRAgBgMHjB3vCNibD_LMnNOJinPiYiRlP7-3pgx6ZHwVn842Yb63s5HmCK3pzviKUrzkfTguckTwtQ7RuTzPMKKS_AQ4HzWcM=w426-h240-k-no,79.0,1693,2025-05-28T23:29:14.607Z,"electronica, tienda"
Audio,Tienda de electrónica,,Montevideo 556,,Tandil,Provincia de Buenos Aires,-37.3192973,-59.141481,,29,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JHFa00F9rRaMkghCLM9VSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.6443&pitch=0&thumbfov=100,1.0,0,2025-05-28T23:29:14.607Z,"electronica, tienda"
BADÚ,Tienda de electrónica,https://baduarg.com/,Belgrano 857,+54 223 454-4310,Tandil,Provincia de Buenos Aires,-37.3275843,-59.1313695,,22,https://lh3.googleusercontent.com/p/AF1QipMjtL8SfO_LYp-JqzeIJ0gqfBbsywiqL7VMloNU=w408-h412-k-no,4.0,0,2025-05-28T23:29:15.887Z,"electronica, tienda"
Wonder Tech,Tienda de accesorios para móviles,https://www.instagram.com/wondertech_tandil?igsh=MXV4b2E4NjkzNGhvZA==,"Ituzaingo 1201 esquina, Antonena",+54 249 458-3854,Tandil,Provincia de Buenos Aires,-37.3235396,-59.1523057,4.3,7,https://lh3.googleusercontent.com/p/AF1QipOjN2_uLlOjVsRdaGsmM6zlENsHvPvfs6pTGtiM=w858-h240-k-no,22.0,24,2025-05-28T23:29:18.258Z,"electronica, tienda"
Zangar Electrónica Sistemas de Seguridad Hogar y Automotor Automatización de Portones,,http://www.zangarelectronica.com.ar/,14 de Julio 770,+54 249 442-6636,Tandil,Provincia de Buenos Aires,-37.3259707,-59.1419259,4.1,17,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrP3ou0ztCfN0VkIhK_4BqY4ELIU1vJBTSrff2e4ZY_BfgX2O4JebYSQXBMUaDiDTCIdY98ngih1WUFsXjKQTr0jIiH1qq4j5T3eeSvK2nHX4t8ObN-Vy_BxnqclAxBSE3cLSEV=w426-h240-k-no,15.0,44,2025-05-28T23:29:18.985Z,"electronica, tienda"
Naldo - Tandil,Tienda de artículos para el hogar,http://www.naldo.com.ar/,Belgrano 684,+54 249 444-3999,Tandil,Provincia de Buenos Aires,-37.3284011,-59.1340925,4.2,18,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no0DG3zoKK9sQ8w1DTLTJstDZJLDnlA2T1PpEdA-QX1Esdr75lIl4idynnivtqUGn4JBp4LkNyqBg4Tw0_p1JM1O-wP3z855RbqW1Nh-K542T3oWkSXd-3Zlozw2_X8f9XH9E7P=w408-h306-k-no,18.0,545,2025-05-28T23:29:20.002Z,"electronica, tienda"
