"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Aspectos destacados/0/Películas 3D","additionalInfo/Estacionamiento/0/Estacionamiento en el lugar","additionalInfo/Estacionamiento/1/Estacionamiento gratuito","additionalInfo/Estacionamiento/2/Estacionamiento gratuito en la calle","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Entrega sin contacto","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/1/Servicios en el lugar","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega a domicilio","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/3/Retiro en tienda","additionalInfo/Opciones de servicio/3/Servicios en el lugar","additionalInfo/Opciones de servicio/4/Citas en línea","additionalInfo/Opciones de servicio/4/Compras en tienda","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Servicios en el lugar","additionalInfo/Opciones de servicio/5/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se recomienda concertar cita","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Espacio seguro para personas transgénero","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/0/Servicios de reparación","additionalInfo/Qué ofrece/1/Comida preparada","additionalInfo/Qué ofrece/1/Juegos de arcade","additionalInfo/Qué ofrece/1/Productos orgánicos","additionalInfo/Qué ofrece/1/Servicios de reparación","additionalInfo/Qué ofrece/2/Productos orgánicos","additionalInfo/Reciclaje/0/Baterías","additionalInfo/Reciclaje/0/Dispositivos electrónicos","additionalInfo/Servicios/0/Restaurante","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Taller mecánico","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Tiene Wi-Fi pago","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","additionalOpeningHours/Horario de atención en línea/0/day","additionalOpeningHours/Horario de atención en línea/0/hours","additionalOpeningHours/Horario de atención en línea/1/day","additionalOpeningHours/Horario de atención en línea/1/hours","additionalOpeningHours/Horario de atención en línea/2/day","additionalOpeningHours/Horario de atención en línea/2/hours","additionalOpeningHours/Horario de atención en línea/3/day","additionalOpeningHours/Horario de atención en línea/3/hours","additionalOpeningHours/Horario de atención en línea/4/day","additionalOpeningHours/Horario de atención en línea/4/hours","additionalOpeningHours/Horario de atención en línea/5/day","additionalOpeningHours/Horario de atención en línea/5/hours","additionalOpeningHours/Horario de atención en línea/6/day","additionalOpeningHours/Horario de atención en línea/6/hours","additionalOpeningHours/Retiro/0/day","additionalOpeningHours/Retiro/0/hours","additionalOpeningHours/Retiro/1/day","additionalOpeningHours/Retiro/1/hours","additionalOpeningHours/Retiro/2/day","additionalOpeningHours/Retiro/2/hours","additionalOpeningHours/Retiro/3/day","additionalOpeningHours/Retiro/3/hours","additionalOpeningHours/Retiro/4/day","additionalOpeningHours/Retiro/4/hours","additionalOpeningHours/Retiro/5/day","additionalOpeningHours/Retiro/5/hours","additionalOpeningHours/Retiro/6/day","additionalOpeningHours/Retiro/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","cid","city","claimThisBusiness","countryCode","domain","emails/0","emails/1","emails/2","facebooks/0","facebooks/1","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","leadsEnrichment","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","phonesUncertain/13","phonesUncertain/14","phonesUncertain/15","phonesUncertain/16","phonesUncertain/17","phonesUncertain/18","phonesUncertain/19","phonesUncertain/20","phonesUncertain/21","phonesUncertain/22","phonesUncertain/23","phonesUncertain/24","phonesUncertain/25","phonesUncertain/26","phonesUncertain/27","phonesUncertain/28","phonesUncertain/29","phonesUncertain/30","phonesUncertain/31","phonesUncertain/32","phonesUncertain/33","phonesUncertain/34","phonesUncertain/35","phonesUncertain/36","phonesUncertain/37","phonesUncertain/38","phonesUncertain/39","phonesUncertain/40","phonesUncertain/41","phonesUncertain/42","phonesUncertain/43","phonesUncertain/44","phonesUncertain/45","phonesUncertain/46","phonesUncertain/47","phonesUncertain/48","phonesUncertain/49","phonesUncertain/50","phonesUncertain/51","phonesUncertain/52","phonesUncertain/53","phonesUncertain/54","phonesUncertain/55","phonesUncertain/56","phonesUncertain/57","phonesUncertain/58","phonesUncertain/59","phonesUncertain/60","phonesUncertain/61","phonesUncertain/62","phonesUncertain/63","phonesUncertain/64","phonesUncertain/65","phonesUncertain/66","phonesUncertain/67","phonesUncertain/68","phonesUncertain/69","phonesUncertain/70","phonesUncertain/71","phonesUncertain/72","phonesUncertain/73","phonesUncertain/74","phonesUncertain/75","phonesUncertain/76","phonesUncertain/77","phonesUncertain/78","phonesUncertain/79","phonesUncertain/80","phonesUncertain/81","phonesUncertain/82","phonesUncertain/83","phonesUncertain/84","phonesUncertain/85","phonesUncertain/86","phonesUncertain/87","phonesUncertain/88","phonesUncertain/89","phonesUncertain/90","phonesUncertain/91","phonesUncertain/92","phonesUncertain/93","phonesUncertain/94","phonesUncertain/95","phonesUncertain/96","phonesUncertain/97","phonesUncertain/98","phonesUncertain/99","phonesUncertain/100","phonesUncertain/101","phonesUncertain/102","phonesUncertain/103","phonesUncertain/104","phonesUncertain/105","phonesUncertain/106","phonesUncertain/107","phonesUncertain/108","phonesUncertain/109","phonesUncertain/110","phonesUncertain/111","phonesUncertain/112","phonesUncertain/113","phonesUncertain/114","phonesUncertain/115","phonesUncertain/116","phonesUncertain/117","phonesUncertain/118","phonesUncertain/119","phonesUncertain/120","phonesUncertain/121","phonesUncertain/122","phonesUncertain/123","phonesUncertain/124","phonesUncertain/125","phonesUncertain/126","phonesUncertain/127","phonesUncertain/128","phonesUncertain/129","phonesUncertain/130","phonesUncertain/131","phonesUncertain/132","phonesUncertain/133","phonesUncertain/134","phonesUncertain/135","phonesUncertain/136","phonesUncertain/137","phonesUncertain/138","phonesUncertain/139","phonesUncertain/140","phonesUncertain/141","phonesUncertain/142","phonesUncertain/143","phonesUncertain/144","phonesUncertain/145","phonesUncertain/146","phonesUncertain/147","phonesUncertain/148","phonesUncertain/149","phonesUncertain/150","phonesUncertain/151","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","tiktoks/0","title","totalScore","twitters/0","url","website","youtubes/0","youtubes/1"
"true",,,"true",,,,,,,,,"true",,,,,,,,,"true",,,,"true",,,,,,,,,,,,"true",,,,,"true",,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quintana 595, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de informática",,,,,,,,,"Tienda de informática","16104621756549559854","Tandil","false","AR",,,,,,,"0x9591202ef4c49bd1:0xdf7f1c296129f62e",,"https://lh3.googleusercontent.com/p/AF1QipMwwDzlldfBVhK2DZaRKRE-0AQj77OmuiPdsh3Q=w408-h408-k-no","9",,,"false","/g/11b76kr18y","es-419",,,"-37.3073852","-59.1425898",,"miércoles","9:30 AM to 1 PM, 5 to 8:30 PM","jueves","9:30 AM to 1 PM, 5 to 8:30 PM","viernes","9:30 AM to 1 PM, 5 to 8:30 PM","sábado","9:30 AM to 1 PM","domingo","Cerrado","lunes","9:30 AM to 1 PM, 5 to 8:30 PM","martes","9:30 AM to 1 PM, 5 to 8:30 PM","false","+54 249 420-7361","+542494207361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ0ZvE9C4gkZURLvYpYSkcf98","B7000",,"17",,"24",,,,,,"2025-05-28T23:34:37.831Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.049125471452435,16z?hl=es-419","electronica","Provincia de Buenos Aires","Quintana 595","false",,"Vitalia Computación","4.3",,"https://www.google.com/maps/search/?api=1&query=Vitalia%20Computaci%C3%B3n&query_place_id=ChIJ0ZvE9C4gkZURLvYpYSkcf98",,,
,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panamá 351, B7000 Tandil, Provincia de Buenos Aires, Argentina","Fotógrafo","Impresora digital",,,,,,,,"Fotógrafo","13184769833825743208","Tandil","false","AR","juliocesardiaz.ph",,,,,,"0x95911fe7b70171b5:0xb6f9b64ed6783168",,"https://lh3.googleusercontent.com/p/AF1QipMGUdxyFPlVGJzyt6QVUysMDDfvAzwbwxskVl42=w408-h408-k-no","39",,,"false","/g/11c3k315m5","es-419",,,"-37.3241253","-59.1145649",,"miércoles","9:30 AM to 9 PM","jueves","9:30 AM to 9 PM","viernes","9:30 AM to 9 PM","sábado","9:30 AM to 2 PM, 4 to 9 PM","domingo","4:30 to 9 PM","lunes","9:30 AM to 9 PM","martes","9:30 AM to 9 PM","false","+54 249 451-0029","+542494510029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJtXEBt-cfkZURaDF41k62-bY","B7000",,"16",,"21",,,,,,"2025-05-28T23:34:37.831Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.049125471452435,16z?hl=es-419","electronica","Provincia de Buenos Aires","Panamá 351","false",,"JCD Julio Cesar Díaz , Fotografía, Electrónica , Gráfica general","4",,"https://www.google.com/maps/search/?api=1&query=JCD%20Julio%20Cesar%20D%C3%ADaz%20%2C%20Fotograf%C3%ADa%2C%20Electr%C3%B3nica%20%2C%20Gr%C3%A1fica%20general&query_place_id=ChIJtXEBt-cfkZURaDF41k62-bY","http://juliocesardiaz.ph/instagram",,
"false",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gral. Rodríguez 1260, B7000 Tandil, Provincia de Buenos Aires, Argentina","Establecimiento de reparación de artículos electrónicos",,,,,,,,,"Establecimiento de reparación de artículos electrónicos","14333496248985351428","Tandil","false","AR","serviceleotv.com.ar",,,,"http://www.facebook.com/GMTandilComputacion",,"0x95911fc018445839:0xc6eacee5762a7504",,"https://lh3.googleusercontent.com/p/AF1QipOoRMWaPno7DJv_NGYWFgETQFAOHH5v_VSDmFq9=w408-h306-k-no","28",,,"false","/g/1jgm3yd20","es-419",,,"-37.3186317","-59.14147",,"miércoles","9 AM to 1 PM, 2 to 6 PM","jueves","9 AM to 1 PM, 2 to 6 PM","viernes","9 AM to 1 PM, 2 to 6 PM","sábado","Cerrado","domingo","Cerrado","lunes","9 AM to 1 PM, 2 to 6 PM","martes","9 AM to 1 PM, 2 to 6 PM","false","+54 249 452-1111","+542494521111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJOVhEGMAfkZURBHUqduXO6sY","B7000",,"11",,"79",,,,,,"2025-05-28T23:34:37.831Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.049125471452435,16z?hl=es-419","electronica","Provincia de Buenos Aires","Gral. Rodríguez 1260","false",,"Taller de TV y Electronica LeoTV","4.1",,"https://www.google.com/maps/search/?api=1&query=Taller%20de%20TV%20y%20Electronica%20LeoTV&query_place_id=ChIJOVhEGMAfkZURBHUqduXO6sY","http://www.serviceleotv.com.ar/",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14 de Julio 770, B7000 Tandil, Provincia de Buenos Aires, Argentina",,,,,,,,,,,"10892399451181506097","Tandil","false","AR","zangarelectronica.com.ar",,,,,,"0x95911f9b04cf3e27:0x9729939727555e31",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrP3ou0ztCfN0VkIhK_4BqY4ELIU1vJBTSrff2e4ZY_BfgX2O4JebYSQXBMUaDiDTCIdY98ngih1WUFsXjKQTr0jIiH1qq4j5T3eeSvK2nHX4t8ObN-Vy_BxnqclAxBSE3cLSEV=w426-h240-k-no","15",,,"false","/g/1tdmlndr","es-419",,,"-37.3259707","-59.1419259",,"miércoles","8:30 AM to 12:30 PM, 4 to 8 PM","jueves","8:30 AM to 12:30 PM, 4 to 8 PM","viernes","8:30 AM to 12:30 PM, 4 to 8 PM","sábado","Cerrado","domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 4 to 8 PM","martes","8:30 AM to 12:30 PM, 4 to 8 PM","false","+54 249 442-6636","+542494426636",,"0249 4426636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJJz7PBJsfkZURMV5VJ5eTKZc","B7000",,"9",,"44",,,,,,"2025-05-28T23:34:37.827Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.049125471452435,16z?hl=es-419","electronica","Provincia de Buenos Aires","14 de Julio 770","false",,"Zangar Electrónica Sistemas de Seguridad Hogar y Automotor Automatización de Portones","4.1",,"https://www.google.com/maps/search/?api=1&query=Zangar%20Electr%C3%B3nica%20Sistemas%20de%20Seguridad%20Hogar%20y%20Automotor%20Automatizaci%C3%B3n%20de%20Portones&query_place_id=ChIJJz7PBJsfkZURMV5VJ5eTKZc","http://www.zangarelectronica.com.ar/",,
,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Perón, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de electrónica",,,,,,,,,"Tienda de electrónica","2231778415082865540","Tandil","true","AR",,,,,,,"0x95911f7634e05fe5:0x1ef8dea4e0660384",,,,,,"false","/g/11j5s9qt_y","es-419",,,"-37.321193","-59.1499517",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ5V_gNHYfkZURhANm4KTe-B4",,,"20",,"1",,,,,,"2025-05-28T23:34:37.251Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.06634251716195,16z?hl=es-419","electronica","Provincia de Buenos Aires","Av. Perón","false",,"supercell","5",,"https://www.google.com/maps/search/?api=1&query=supercell&query_place_id=ChIJ5V_gNHYfkZURhANm4KTe-B4",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarmiento 625, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de herramientas",,,,,,,,,"Tienda de herramientas","6112107800478604637","Tandil","false","AR",,,,,,,"0x95911f90f5c6a5c1:0x54d291a9446bdd5d",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5bJ3NTN6iQaMMNkN04DPMR_6ZYwZyWRProCTvSKbcY3B6eGOzMATV1OQjTlO09pyjO_G3XQ0419WvAfWkRzFIleEsNqDz7kIJsIMHyJSm-flSF-E-QycajqrAdb6POarmPcWIIw=w425-h240-k-no","3",,,"false","/g/11f0wfb_st","es-419",,,"-37.3250748","-59.1369568",,"miércoles","9 AM to 8:30 PM","jueves","9 AM to 8:30 PM","viernes","9 AM to 8:30 PM","sábado","9 AM to 8:30 PM","domingo","5 to 8 PM","lunes","9 AM to 8:30 PM","martes","9 AM to 8:30 PM","false","+54 249 462-3496","+542494623496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJwaXG9ZAfkZURXd1rRKmR0lQ","B7000",,"19",,"40",,,,,,"2025-05-28T23:34:37.251Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.06634251716195,16z?hl=es-419","electronica","Provincia de Buenos Aires","Sarmiento 625","false",,"Tiendas T","3.8",,"https://www.google.com/maps/search/?api=1&query=Tiendas%20T&query_place_id=ChIJwaXG9ZAfkZURXd1rRKmR0lQ",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montiel 547, B7000 Tandil, Provincia de Buenos Aires, Argentina","Servicio de informática",,,,,,,,,"Servicio de informática","159525482968712413","Tandil","true","AR",,,,,,,"0x95911fec415409d1:0x236bf94e0f904dd",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hSPkUZpCSnRgg8HbTEwfIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.5591533&pitch=0&thumbfov=100","1",,,"false","/g/11cfj3f37","es-419",,,"-37.3218831","-59.1229452",,,,,,,,,,,,,,,,"false","+54 11 3606-8986","+541136068986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ0QlUQewfkZUR3QT54JS_NgI","B7000",,"18",,"1",,,,,,"2025-05-28T23:34:37.251Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.06634251716195,16z?hl=es-419","electronica","Provincia de Buenos Aires","Montiel 547","false",,"Satevis IT","5",,"https://www.google.com/maps/search/?api=1&query=Satevis%20IT&query_place_id=ChIJ0QlUQewfkZUR3QT54JS_NgI",,,
"false",,,,,,,,,,,,"true",,,,,,,,,"true",,,,"true",,,,,,,,,,,,"true",,,,,"true",,,"true","true",,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gral. Rodríguez 705, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de electrónica","Tienda de electrodomésticos","Tienda de informática",,,,,,,"Tienda de electrónica","6974990413349896379","Tandil","false","AR",,,,,,,"0x95911f9061f50ca7:0x60cc24d36b79c0bb",,"https://lh3.googleusercontent.com/p/AF1QipNipXT9LenHidQjy4CF_EPZ1TTjdR_7sinLPlCa=w408-h271-k-no","13",,,"false","/g/11h07kcx4m","es-419",,,"-37.3250197","-59.1372743",,"miércoles","9 AM to 1 PM, 4 to 8 PM","jueves","9 AM to 1 PM, 4 to 8 PM","viernes","9 AM to 1 PM, 4 to 8 PM","sábado","9 AM to 1 PM, 4 to 8 PM","domingo","Cerrado","lunes","9 AM to 1 PM, 4 to 8 PM","martes","9 AM to 1 PM, 4 to 8 PM","false","+54 249 442-9196","+542494429196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJpwz1YZAfkZURu8B5a9MkzGA","B7000",,"12",,"121",,,,,,"2025-05-28T23:34:37.831Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.049125471452435,16z?hl=es-419","electronica","Provincia de Buenos Aires","Gral. Rodríguez 705","false",,"Otero Tandil","4.3",,"https://www.google.com/maps/search/?api=1&query=Otero%20Tandil&query_place_id=ChIJpwz1YZAfkZURu8B5a9MkzGA","https://www.otero.com.ar/",,
,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Lorenzo 598, B7000AEL Tandil, Provincia de Buenos Aires, Argentina","Establecimiento de reparación de artículos electrónicos",,,,,,,,,"Establecimiento de reparación de artículos electrónicos","6440976678080184590","Tandil","false","AR","allsystemtandil.com.ar",,,,,,"0x95911f967baa6c69:0x5962f229b78b810e",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noEOKyf3frao0ju4-nr_02owGNdakzsMF_WREZelTiLCEthqxbs4PYSrOgqSfPRkBT93A-awoHzUuaxOZNSzWX3kNLQsU_aUCcBS2YsXtK8hKdkcEuTLsL8dcp7YvfreYPJOVWtCw=w408-h544-k-no","11",,,"false","/g/11bbrmss1c","es-419",,,"-37.3286699","-59.14215",,"miércoles","8 AM to 12 PM, 4 to 7 PM","jueves","8 AM to 12 PM, 4 to 7 PM","viernes","8 AM to 12 PM, 4 to 7 PM","sábado","Cerrado","domingo","Cerrado","lunes","8 AM to 12 PM, 4 to 7 PM","martes","8 AM to 12 PM, 4 to 7 PM","false","+54 249 438-0761","+542494380761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJaWyqe5YfkZURDoGLtynyYlk","B7000",,"16",,"52",,,,,,"2025-05-28T23:34:37.251Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.06634251716195,16z?hl=es-419","electronica","Provincia de Buenos Aires","San Lorenzo 598","false",,"All System","4.2",,"https://www.google.com/maps/search/?api=1&query=All%20System&query_place_id=ChIJaWyqe5YfkZURDoGLtynyYlk","https://www.allsystemtandil.com.ar/",,
,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Constitución 646, B7000 Tandil, Provincia de Buenos Aires, Argentina","Proveedor de sistemas de seguridad",,,,,,,,,"Proveedor de sistemas de seguridad","344763256873352677","Tandil","false","AR",,,,,,,"0x95911fc07a374cd9:0x4c8d85b018afde5",,"https://lh3.googleusercontent.com/p/AF1QipNEwXD2p38AwnQQY3WswZq1tICcnD_krm17kEKJ=w408-h306-k-no","100",,,"false","/g/11c3k4_kq5","es-419",,,"-37.3321258","-59.1325507",,,,,,,,,,,,,,,,"false","+54 9 249 460-9375","+5492494609375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJ2Uw3esAfkZUR5f2KAVvYyAQ","B7000",,"15",,"2",,,,,,"2025-05-28T23:34:37.251Z","https://www.google.com/maps/search/electronica/@-37.3286205,-59.06634251716195,16z?hl=es-419","electronica","Provincia de Buenos Aires","Constitución 646","false",,"Nueva Vista 360° Seguridad Electronica","5",,"https://www.google.com/maps/search/?api=1&query=Nueva%20Vista%20360%C2%B0%20Seguridad%20Electronica&query_place_id=ChIJ2Uw3esAfkZUR5f2KAVvYyAQ",,,
