"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Estacionamiento/0/Estacionamiento en el lugar","additionalInfo/Estacionamiento/1/Estacionamiento gratuito","additionalInfo/Estacionamiento/2/Estacionamiento gratuito en la calle","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Entrega sin contacto","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega a domicilio","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/3/Retiro en tienda","additionalInfo/Opciones de servicio/3/Servicios en el lugar","additionalInfo/Opciones de servicio/4/Citas en línea","additionalInfo/Opciones de servicio/4/Compras en tienda","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Servicios en el lugar","additionalInfo/Opciones de servicio/5/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se recomienda concertar cita","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/0/Servicios de reparación","additionalInfo/Qué ofrece/1/Comida preparada","additionalInfo/Qué ofrece/1/Productos orgánicos","additionalInfo/Qué ofrece/1/Servicios de reparación","additionalInfo/Qué ofrece/2/Productos orgánicos","additionalInfo/Reciclaje/0/Baterías","additionalInfo/Reciclaje/0/Dispositivos electrónicos","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Tiene Wi-Fi pago","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","additionalOpeningHours/Horario de atención en línea/0/day","additionalOpeningHours/Horario de atención en línea/0/hours","additionalOpeningHours/Horario de atención en línea/1/day","additionalOpeningHours/Horario de atención en línea/1/hours","additionalOpeningHours/Horario de atención en línea/2/day","additionalOpeningHours/Horario de atención en línea/2/hours","additionalOpeningHours/Horario de atención en línea/3/day","additionalOpeningHours/Horario de atención en línea/3/hours","additionalOpeningHours/Horario de atención en línea/4/day","additionalOpeningHours/Horario de atención en línea/4/hours","additionalOpeningHours/Horario de atención en línea/5/day","additionalOpeningHours/Horario de atención en línea/5/hours","additionalOpeningHours/Horario de atención en línea/6/day","additionalOpeningHours/Horario de atención en línea/6/hours","additionalOpeningHours/Retiro/0/day","additionalOpeningHours/Retiro/0/hours","additionalOpeningHours/Retiro/1/day","additionalOpeningHours/Retiro/1/hours","additionalOpeningHours/Retiro/2/day","additionalOpeningHours/Retiro/2/hours","additionalOpeningHours/Retiro/3/day","additionalOpeningHours/Retiro/3/hours","additionalOpeningHours/Retiro/4/day","additionalOpeningHours/Retiro/4/hours","additionalOpeningHours/Retiro/5/day","additionalOpeningHours/Retiro/5/hours","additionalOpeningHours/Retiro/6/day","additionalOpeningHours/Retiro/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colectora Nte. L. M. Macaya 1055, B7000 Tandil, Provincia de Buenos Aires, Argentina","Taller mecánico","Tienda de accesorios para camiones",,,,,,,,"Taller mecánico","9715796393412355156","Tandil","false","AR","0x95911ffa194ffa49:0x86d57157e35d6454",,"https://lh3.googleusercontent.com/p/AF1QipNzIILmNGbBeNa03WpiQB40hARvMfOQRudklYCh=w408-h328-k-no","25","false","/g/11hcxnnfpc","es-419","-37.3109357","-59.1141562",,"miércoles","8 AM to 5 PM","jueves","8 AM to 5 PM","viernes","8 AM to 5 PM","sábado","Cerrado","domingo","Cerrado","lunes","8 AM to 5 PM","martes","8 AM to 5 PM","false","+54 249 434-0599","+542494340599","ChIJSfpPGfofkZURVGRd41dx1YY","B7000",,"1","24",,,,,,"2025-05-28T23:28:48.648Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","Colectora Nte. L. M. Macaya 1055","false","Electronica Montiel","4.8","https://www.google.com/maps/search/?api=1&query=Electronica%20Montiel&query_place_id=ChIJSfpPGfofkZURVGRd41dx1YY",
,,"false",,,,,,,"true",,,,,,,,,"true","true",,,,,,"true",,,,,,,,,"true",,,,"true",,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gral. Rodríguez 1316, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de electrónica",,,,,,,,,"Tienda de electrónica","785771602965460442","Tandil","false","AR","0x95911f86f40cc2c9:0xae79f1c155875da",,"https://lh3.googleusercontent.com/p/AF1QipMF8NwCP09W2XoBBglh0Q9gypo5wRkb3dLJwOkA=w426-h240-k-no","313","false","/g/11cs22d1h9","es-419","-37.3178271","-59.1419635",,"miércoles","8:30 AM to 12:30 PM, 3:30 to 7:30 PM","jueves","8:30 AM to 12:30 PM, 3:30 to 7:30 PM","viernes","8:30 AM to 12:30 PM, 3:30 to 7:30 PM","sábado","9 AM to 1 PM","domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 3:30 to 7:30 PM","martes","8:30 AM to 12:30 PM, 3:30 to 7:30 PM","false","+54 249 457-3257","+542494573257","ChIJycIM9IYfkZUR2nVYFRyf5wo",,,"2","673",,,,,,"2025-05-28T23:28:48.649Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","Gral. Rodríguez 1316","false","Roqui Electronica","4.3","https://www.google.com/maps/search/?api=1&query=Roqui%20Electronica&query_place_id=ChIJycIM9IYfkZUR2nVYFRyf5wo","http://www.facebook.com/roqui.electronica"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Buzón 727, B7000 BWH, Provincia de Buenos Aires, Argentina","Tienda de electrónica",,,,,,,,,"Tienda de electrónica","18186681657231992231","BWH","true","AR","0x95911fef0339e631:0xfc64129c2e6ce5a7",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yKxALe1Wyj-igBzbCQnq3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.214355&pitch=0&thumbfov=100","1","false","/g/11cn9k72gh","es-419","-37.320178","-59.1182755",,,,,,,,,,,,,,,,"false","+54 249 430-2244","+542494302244","ChIJMeY5A-8fkZURp-VsLpwSZPw","B7000",,"3","52",,,,,,"2025-05-28T23:28:48.649Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","Av. Buzón 727","false","RURALINK","2","https://www.google.com/maps/search/?api=1&query=RURALINK&query_place_id=ChIJMeY5A-8fkZURp-VsLpwSZPw","http://ruralink.com.ar/"
"true",,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"399,, Primera Junta 299, Tandil, Provincia de Buenos Aires, Argentina","Tienda de electrónica",,,,,,,,,"Tienda de electrónica","14182317366924262902","Tandil","true","AR","0x95911fe169b1560f:0xc4d1b6810b5fbdf6",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1xaD3m7IHvxT2MIEzIUdLHtAO7OwIwpk8JxknTF6ENnt0ZREUM-I4W6fSNyx9oc0ZKMyNYYemtxjMZq09Tm6UbtvI-WQ-TX0L4fcdzDDqWI9DhVQhVrHzqMV-QavN-2w21GIquQ=w408-h544-k-no","3","false","/g/11c0r315x9","es-419","-37.3198838","-59.1083577",,"miércoles","9 AM to 12 PM, 3 to 7 PM","jueves","9 AM to 12 PM, 3 to 7 PM","viernes","9 AM to 12 PM, 3 to 7 PM","sábado","9 AM to 12 PM, 3 to 7 PM","domingo","Cerrado","lunes","9 AM to 12 PM, 3 to 7 PM","martes","9 AM to 12 PM, 3 to 7 PM","false","+54 9 249 467-3486","+5492494673486","ChIJD1axaeEfkZUR9r1fC4G20cQ",,,"4","48",,,,,,"2025-05-28T23:28:48.650Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","399,, Primera Junta 299","false","Escapes Daniel Celentano","4.7","https://www.google.com/maps/search/?api=1&query=Escapes%20Daniel%20Celentano&query_place_id=ChIJD1axaeEfkZUR9r1fC4G20cQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darragueira 2216, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de accesorios para móviles","Tienda de juegos","Tienda de lencería","Juguetería",,,,,,"Tienda de accesorios para móviles","11284283452793683665","Tandil","false","AR","0x9591214d516d4b07:0x9c99d4037c95fed1",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noDa8okz0oHvfPoZCM-aj5Q0DyoOZbyI5rDvNFNjPz_qG8pWN0wVLrisVJ3wie6ESfKe4nSzXCzqBIPguvLTRQN6s0J3IMxjmuokVwgZjZVTlaMT9QKqrKSujnPycYAbQ-LXcea=w408-h544-k-no","6","false","/g/11j3wycp7d","es-419","-37.2989166","-59.1259842",,"miércoles","10 AM to 1 PM, 4:30 to 9 PM","jueves","10 AM to 1 PM, 4:30 to 9 PM","viernes","10 AM to 1 PM, 4 to 8 PM","sábado","10 AM to 1 PM, 4:30 to 9 PM","domingo","Cerrado","lunes","10 AM to 1 PM, 4:30 to 9 PM","martes","10 AM to 1 PM, 4:30 to 9 PM","false","+54 9 249 436-1450","+5492494361450","ChIJB0ttUU0hkZUR0f6VfAPUmZw","B7000",,"5","6",,,,,,"2025-05-28T23:28:48.650Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","Darragueira 2216","false","Mixer electronicos","4.2","https://www.google.com/maps/search/?api=1&query=Mixer%20electronicos&query_place_id=ChIJB0ttUU0hkZUR0f6VfAPUmZw",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarmiento 625, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de herramientas",,,,,,,,,"Tienda de herramientas","6112107800478604637","Tandil","false","AR","0x95911f90f5c6a5c1:0x54d291a9446bdd5d",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5bJ3NTN6iQaMMNkN04DPMR_6ZYwZyWRProCTvSKbcY3B6eGOzMATV1OQjTlO09pyjO_G3XQ0419WvAfWkRzFIleEsNqDz7kIJsIMHyJSm-flSF-E-QycajqrAdb6POarmPcWIIw=w425-h240-k-no","3","false","/g/11f0wfb_st","es-419","-37.3250748","-59.1369568",,"miércoles","9 AM to 8:30 PM","jueves","9 AM to 8:30 PM","viernes","9 AM to 8:30 PM","sábado","9 AM to 8:30 PM","domingo","5 to 8 PM","lunes","9 AM to 8:30 PM","martes","9 AM to 8:30 PM","false","+54 249 462-3496","+542494623496","ChIJwaXG9ZAfkZURXd1rRKmR0lQ","B7000",,"6","40",,,,,,"2025-05-28T23:28:48.650Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","Sarmiento 625","false","Tiendas T","3.8","https://www.google.com/maps/search/?api=1&query=Tiendas%20T&query_place_id=ChIJwaXG9ZAfkZURXd1rRKmR0lQ",
,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,"true",,,"true","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garibaldi 907, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de electrónica",,,,,,,,,"Tienda de electrónica","2447103863474855636","Tandil","true","AR","0x95911ff4cb1bdf53:0x21f5dbff9ee79ed4",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ezE3MqoJIvx3Gcnn2fLECA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.31516&pitch=0&thumbfov=100","1","false","/g/11llgywvps","es-419","-37.3198516","-59.1349885",,,,,,,,,,,,,,,,"false",,,"ChIJU98by_QfkZUR1J7nnv_b9SE",,,"7","3",,,,,,"2025-05-28T23:28:48.650Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","Garibaldi 907","false","Jupiter Electronica","5","https://www.google.com/maps/search/?api=1&query=Jupiter%20Electronica&query_place_id=ChIJU98by_QfkZUR1J7nnv_b9SE",
,"true",,"false",,,,,"true",,,,,,,"true",,,,,,,"true",,"true",,,,,,,"true","true","true",,,,"true",,,"true",,,"true","true",,,"true","true","true",,"true",,,,,,,,,,"true","true",,,,"miércoles","9 a.m.–8 p.m.","jueves","9 a.m.–8 p.m.","viernes","9 a.m.–8 p.m.","sábado","9 a.m.–8 p.m.","domingo","Cerrado","lunes","9 a.m.–8 p.m.","martes","9 a.m.–8 p.m.","miércoles","9 a.m.–2 p.m.","jueves","9 a.m.–2 p.m.","viernes","9 a.m.–2 p.m.","sábado","9 a.m.–1 p.m.","domingo","Cerrado","lunes","9 a.m.–2 p.m.","martes","9 a.m.–2 p.m.","Av. España 882, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de informática","Tienda de electrodomésticos","Tienda de accesorios informáticos","Servicio de reparación de ordenadores","Establecimiento de reparación de artículos electrónicos","Tienda de material de oficina","Tienda de material escolar",,,"Tienda de informática","11928665910014769526","Tandil","false","AR","0x95911f8e3afb3fe7:0xa58b2271c2bdf976",,"https://lh3.googleusercontent.com/p/AF1QipOAU8ZVz83vWDTdT38x6moBe07-Vursk-lV5I5m=w408-h272-k-no","23","false","/g/1q63clb1_","es-419","-37.3210096","-59.134876",,"miércoles","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","jueves","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","viernes","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","sábado","9 AM to 1 PM","domingo","Cerrado","lunes","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","martes","8:30 AM to 1:30 PM, 4:30 to 8:30 PM","false","+54 249 443-8654","+542494438654","ChIJ5z_7Oo4fkZURdvm9wnEii6U","B7000",,"8","509",,,,,,"2025-05-28T23:28:48.650Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","Av. España 882","false","LANG Tecnología","4.5","https://www.google.com/maps/search/?api=1&query=LANG%20Tecnolog%C3%ADa&query_place_id=ChIJ5z_7Oo4fkZURdvm9wnEii6U","http://www.langtecnologia.com.ar/"
,,,,,,,,,"true",,,,,"true",,,,,,,"true",,,,,,,,,,,,,"true",,,,"true",,,"true","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. España 955, B7000 Tandil, Provincia de Buenos Aires, Argentina","Proveedor de equipos audiovisuales","Tienda de componentes electrónicos","Fabricante de artículos electrónicos",,,,,,,"Proveedor de equipos audiovisuales","5138695933380974267","Tandil","false","AR","0x95911f8e125cb693:0x475050b9b5ead6bb",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr7i1131Q4rpEz_VV6_kGEjYy_3i3KYMvudfMiyEkXHYHCv7FzIXslPFZ6e-km-pI9APYVu86C4QwdVliB1APknnAvQ3N1_i6X2Q9C7ndyPw23N6PSWoO_B1Kk16kLIVdCEzxFY=w408-h306-k-no","11","false","/g/11b7xs2fhk","es-419","-37.3209527","-59.1336502",,"miércoles","9 AM to 12:30 PM, 3:30 to 7:30 PM","jueves","9 AM to 12:30 PM, 3:30 to 7:30 PM","viernes","9 AM to 12:30 PM","sábado","9 AM to 12:30 PM","domingo","Cerrado","lunes","9 AM to 12:30 PM, 3:30 to 7:30 PM","martes","9 AM to 12:30 PM, 3:30 to 7:30 PM","false","+54 9 249 463-2603","+5492494632603","ChIJk7ZcEo4fkZURu9bqtblQUEc","B7000",,"9","36",,,,,,"2025-05-28T23:28:48.650Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","Av. España 955","false","Electromundo","4.9","https://www.google.com/maps/search/?api=1&query=Electromundo&query_place_id=ChIJk7ZcEo4fkZURu9bqtblQUEc","http://www.facebook.com/electromundotandil"
"false",,,"false",,"true","true","true","true",,,,,,,"true",,,,,,,"true",,,,,"true",,,"true",,,"true",,,,"true",,,"true",,,"true","true",,,"true",,,,"true",,,,"true",,"true",,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Martín 1459, B7001 Tandil, Provincia de Buenos Aires, Argentina","Tienda de informática",,,,,,,,,"Tienda de informática","17727531919425517545","Tandil","false","AR","0x95911fecdc7ca7c9:0xf604d85b31c1b7e9",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTYGUAxJLKPqJKflfw06MhF333aZeg2Yxiihe9-eyXWHc7pJDceyZd-u6EmCm2oJqKi9b3JV4G_WS5tTj9PnjI1VxzoWOtKIaK9jINMTL-5jAwb3k2IIDnoe3CJkwQW1nL2I_M=w426-h240-k-no","333","false","/g/11by_p_083","es-419","-37.3216041","-59.1238596",,"miércoles","8:30 AM to 12:30 PM, 4:30 to 7:30 PM","jueves","8:30 AM to 12:30 PM, 4:30 to 7:30 PM","viernes","8:30 AM to 12:30 PM, 4:30 to 7:30 PM","sábado","9:30 AM to 12:30 PM","domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 4:30 to 7:30 PM","martes","8:30 AM to 12:30 PM, 4:30 to 7:30 PM","false","+54 249 452-8686","+542494528686","ChIJyad83OwfkZUR6bfBMVvYBPY",,,"10","105",,,,,,"2025-05-28T23:28:48.651Z","https://www.google.com/maps/search/electronica,%20tienda/@-37.31494263679804,-59.10077660858098,16z?hl=es-419","electronica, tienda","Provincia de Buenos Aires","San Martín 1459","false","Link Computacion","4.4","https://www.google.com/maps/search/?api=1&query=Link%20Computacion&query_place_id=ChIJyad83OwfkZUR6bfBMVvYBPY","https://linkcomputacion.empretienda.com.ar/"
