"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/2/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Estacionamiento/0/Estacionamiento gratuito","additionalInfo/Estacionamiento/0/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/0/Estacionamiento pagado","additionalInfo/Estacionamiento/1/Estacionamiento gratuito en la calle","additionalInfo/Estacionamiento/2/Garage de stacionamiento gratuito","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Mascotas/0/Se permiten perros","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Para llevar","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Para llevar","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Consumo en el lugar","additionalInfo/Opciones de servicio/3/Entrega a domicilio","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/3/Para llevar","additionalInfo/Opciones de servicio/4/Consumo en el lugar","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/5/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Solo dinero en efectivo","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Solo dinero en efectivo","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Pagos/4/Tarjetas de crédito","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Grupos","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Café","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/1/Intercambio de tanques de propano","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/2/Lavadero de autos","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Reciclaje/0/Baterías","additionalInfo/Reciclaje/0/Dispositivos electrónicos","additionalInfo/Reciclaje/1/Bombillas","additionalInfo/Reciclaje/2/Dispositivos electrónicos","additionalInfo/Servicios/0/Minimercado","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Sanitario","additionalInfo/Servicios/1/Sanitarios unisex","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Wi-Fi","additionalInfo/Servicios/2/Tiene Wi-Fi gratis","additionalOpeningHours/Horario de atención en línea/0/day","additionalOpeningHours/Horario de atención en línea/0/hours","additionalOpeningHours/Horario de atención en línea/1/day","additionalOpeningHours/Horario de atención en línea/1/hours","additionalOpeningHours/Horario de atención en línea/2/day","additionalOpeningHours/Horario de atención en línea/2/hours","additionalOpeningHours/Horario de atención en línea/3/day","additionalOpeningHours/Horario de atención en línea/3/hours","additionalOpeningHours/Horario de atención en línea/4/day","additionalOpeningHours/Horario de atención en línea/4/hours","additionalOpeningHours/Horario de atención en línea/5/day","additionalOpeningHours/Horario de atención en línea/5/hours","additionalOpeningHours/Horario de atención en línea/6/day","additionalOpeningHours/Horario de atención en línea/6/hours","additionalOpeningHours/Para llevar/0/day","additionalOpeningHours/Para llevar/0/hours","additionalOpeningHours/Para llevar/1/day","additionalOpeningHours/Para llevar/1/hours","additionalOpeningHours/Para llevar/2/day","additionalOpeningHours/Para llevar/2/hours","additionalOpeningHours/Para llevar/3/day","additionalOpeningHours/Para llevar/3/hours","additionalOpeningHours/Para llevar/4/day","additionalOpeningHours/Para llevar/4/hours","additionalOpeningHours/Para llevar/5/day","additionalOpeningHours/Para llevar/5/hours","additionalOpeningHours/Para llevar/6/day","additionalOpeningHours/Para llevar/6/hours","additionalOpeningHours/Retiro/0/day","additionalOpeningHours/Retiro/0/hours","additionalOpeningHours/Retiro/1/day","additionalOpeningHours/Retiro/1/hours","additionalOpeningHours/Retiro/2/day","additionalOpeningHours/Retiro/2/hours","additionalOpeningHours/Retiro/3/day","additionalOpeningHours/Retiro/3/hours","additionalOpeningHours/Retiro/4/day","additionalOpeningHours/Retiro/4/hours","additionalOpeningHours/Retiro/5/day","additionalOpeningHours/Retiro/5/hours","additionalOpeningHours/Retiro/6/day","additionalOpeningHours/Retiro/6/hours","address","categories/0","categories/1","categories/2","categories/3","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aristóbulo del Valle, Aveleyra &, Rauch, Provincia de Buenos Aires, Argentina","Taller de reparación de automóviles",,,,"Taller de reparación de automóviles","11737740432831107282","Rauch","true","AR",,"0x9597274881b34fb5:0xa2e4d4bc04a350d2",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3Wc1KYykIOdgSbV5Il4bPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.05518&pitch=0&thumbfov=100","1","false","/g/11v47ksc58","es-419","-36.7732979","-59.0914586",,,,,,,,,,,,,,,,"false","+54 249 434-0861","+542494340861","ChIJtU-zgUgnl5UR0lCjBLzU5KI",,,"1","1",,,,,,"2025-05-29T00:48:32.392Z","https://www.google.com/maps/search/electronica/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","electronica","Provincia de Buenos Aires","Aristóbulo del Valle, Aveleyra &","false","Del Valle inyeccion electronica","5","https://www.google.com/maps/search/?api=1&query=Del%20Valle%20inyeccion%20electronica&query_place_id=ChIJtU-zgUgnl5UR0lCjBLzU5KI",
"true",,,,,"true",,,,,,,,,,,,,"true",,,"true",,,,,,,,,"true","true",,,,,,,,"true",,,,,,"true",,,,,,"true",,,"true","true",,,,"true","true",,"true",,,,,,,,,,,"true",,"true","true",,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letamendi 596, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de electrónica",,,,"Tienda de electrónica","11954104686665753558","Rauch","false","AR",,"0x9597275b597fdba9:0xa5e582e0808b63d6",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4no1JR9FZkuvuzi8osn3QxaCqMVveohCuzlE0Z7Uzphchi1lA5PFLqKWbVGRXiuQtVHFDx9sld7gVjP6VjYdSCiZifbblN6Pf38ig1oxoCTrAwXlOwCxIkSrBsm90IuX-NTChRF-=w408-h290-k-no","35","false","/g/11c6f24vdb","es-419","-36.7760935","-59.0880719",,"miércoles","9 AM to 1 PM, 5 to 9 PM","jueves","9 AM to 1 PM, 5 to 9 PM","viernes","9 AM to 1 PM, 5 to 9 PM","sábado","9 AM to 1 PM, 5 to 9 PM","domingo","Cerrado","lunes","9 AM to 1 PM, 5 to 9 PM","martes","9 AM to 1 PM, 5 to 9 PM","false","+54 9 249 427-7096","+5492494277096","ChIJqdt_WVsnl5UR1mOLgOCC5aU",,,"2","5",,,,,,"2025-05-29T00:48:32.394Z","https://www.google.com/maps/search/electronica/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","electronica","Provincia de Buenos Aires","Letamendi 596","false","Electro 440 - Accesorios y Reparación","5","https://www.google.com/maps/search/?api=1&query=Electro%20440%20-%20Accesorios%20y%20Reparaci%C3%B3n&query_place_id=ChIJqdt_WVsnl5UR1mOLgOCC5aU","https://www.facebook.com/todoenremotos"
,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BNK, Saavedra 507, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de equipos de sonido",,,,"Tienda de equipos de sonido","11679952683678812898","Rauch","true","AR",,"0x9597278777228ba7:0xa2178715300bcae2",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKe9hxMjzz-JQuAMUhwsVnwiHcoq9zI4TM5VP0eJzAzIfWErj9xiVBVqIyQSskcxppKes2u1rhyYo4n4dRB-B8Dq9QTbJoGVeZz7THiw1Aj1Bmmc87KO7x07yYdmXnJcuoWAum=w408-h544-k-no","28","false","/g/11qp3zndqy","es-419","-36.7729746","-59.0936486",,,,,,,,,,,,,,,,"false","+54 249 453-3029","+542494533029","ChIJp4sid4cnl5UR4soLMBWHF6I","B7203",,"3","3",,,,,,"2025-05-29T00:48:32.394Z","https://www.google.com/maps/search/electronica/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","electronica","Provincia de Buenos Aires","BNK, Saavedra 507","false","Dangerous Sonido e Iluminación","5","https://www.google.com/maps/search/?api=1&query=Dangerous%20Sonido%20e%20Iluminaci%C3%B3n&query_place_id=ChIJp4sid4cnl5UR4soLMBWHF6I",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dardo Rocha 850, B7203 Rauch, Provincia de Buenos Aires, Argentina","Servicio de informática",,,,"Servicio de informática","6801224127573447593","Rauch","false","AR",,"0x959727ad2c551bf7:0x5e62cd4f41d4d3a9",,"https://lh3.googleusercontent.com/p/AF1QipPcWbbtNlrx8MwBx4KROQ8X_kqLu2dtpVg87XqI=w408-h544-k-no","13","false","/g/11jydc258z","es-419","-36.7616494","-59.0928231",,"miércoles","8 AM to 6 PM","jueves","8 AM to 6 PM","viernes","8 AM to 6 PM","sábado","9 AM to 12 PM","domingo","Cerrado","lunes","8 AM to 6 PM","martes","8 AM to 6 PM","false",,,"ChIJ9xtVLK0nl5URqdPUQU_NYl4","B7203",,"4","11",,,,,,"2025-05-29T00:48:32.394Z","https://www.google.com/maps/search/electronica/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","electronica","Provincia de Buenos Aires","Dardo Rocha 850","false","Jona PC","5","https://www.google.com/maps/search/?api=1&query=Jona%20PC&query_place_id=ChIJ9xtVLK0nl5URqdPUQU_NYl4","https://www.facebook.com/profile.php?id=100069057800875"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Balcarce 1001, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de informática",,,,"Tienda de informática","7952640257460578612","Rauch","false","AR",,"0x9597275c47eeb271:0x6e5d742de468a934",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_xL4LKB-EG5hev3nw6bfgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.61942&pitch=0&thumbfov=100","1","false","/g/11l740qfvc","es-419","-36.7682494","-59.0901479",,,,,,,,,,,,,,,,"false","+54 249 435-8292","+542494358292","ChIJcbLuR1wnl5URNKlo5C10XW4","B7203",,"5","0",,,,,,"2025-05-29T00:48:32.395Z","https://www.google.com/maps/search/electronica/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","electronica","Provincia de Buenos Aires","Balcarce 1001","true","Super PC Rauch",,"https://www.google.com/maps/search/?api=1&query=Super%20PC%20Rauch&query_place_id=ChIJcbLuR1wnl5URNKlo5C10XW4",
,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paulino Petriz, B7203BFK Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","14407032718253695102","Rauch","true","AR",,"0x9597276c2b9bcd27:0xc7f00feceef1207e",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8ONA1rGGBHXRlx9tiGzBmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.21567&pitch=0&thumbfov=100","1","false","/g/11x07_hbq5","es-419","-36.7803854","-59.086672",,,,,,,,,,,,,,,,"false",,,"ChIJJ82bK2wnl5URfiDx7uwP8Mc","B7203",,"1","0",,,,,,"2025-05-29T00:48:33.573Z","https://www.google.com/maps/search/tienda/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","tienda","Provincia de Buenos Aires","Paulino Petriz","false","Minimercado camile",,"https://www.google.com/maps/search/?api=1&query=Minimercado%20camile&query_place_id=ChIJJ82bK2wnl5URfiDx7uwP8Mc",
,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,"true",,"true",,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avenida General Paz, Ruta Prov Nro 30, B7203 Rauch, Argentina","Gasolinera","Tienda de alimentación",,,"Gasolinera","15427941436620542430","Rauch","false","AR",,"0x95972713fbf0830b:0xd61b0efef14c11de",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr60rRFoc_q4i7oY7V4PEeggjHj_Q_o81g_iCQJqEK8KXXzlmCL__B-z_ovbUSCaE0iIKN2tpOsKGQWNhCiI9gJK3EAAyFyvktzz29uh6Sjt7g5wby7TAF4TQweLItIUnqdpm-MGA=w408-h725-k-no","58","false","/g/11g8_2z458","es-419","-36.7764663","-59.0765117",,"miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","domingo","Abierto las 24 horas","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","false","+54 2297 44-2752","+542297442752","ChIJC4Pw-xMnl5UR3hFM8f4OG9Y","B7203","$$","2","364",,,,,,"2025-05-29T00:48:33.573Z","https://www.google.com/maps/search/tienda/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","tienda","Provincia de Buenos Aires","Avenida General Paz, Ruta Prov Nro 30","false","Shell","4.2","https://www.google.com/maps/search/?api=1&query=Shell&query_place_id=ChIJC4Pw-xMnl5UR3hFM8f4OG9Y","https://find.shell.com/ar/fuel/10129342-rosa-juana-crocci-de-giliberti/es_AR"
,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,"true",,,,,,,,,,,,,"true",,,,,,"true",,,"true","true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Matheu 299, B7203BBC Rauch, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles","Tienda de repuestos para coches de carreras",,,"Tienda de repuestos para automóviles","17824297710982533110","Rauch","false","AR",,"0x95972773ca7ade7d:0xf75ca054b9ec0ff6",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqjQW_f2rbv65KJF0NwsSMfK2DcBlhOEwCm8VLn-2jYvSqkVkR6eTEfqKTgES-j5DYLgv9dyVqH7f7rSfeGW_K31YoxOhBva28xbN6k4VzlnItTPx_L2HM_M2IL8ZN2_lMeDJ1D-g=w408-h306-k-no","5","false","/g/11f3s55pkl","es-419","-36.7816408","-59.0905385",,"miércoles","9 AM to 5 PM","jueves","9 AM to 5 PM","viernes","9 AM to 5 PM","sábado","9 AM to 5 PM","domingo","Cerrado","lunes","9 AM to 5 PM","martes","9 AM to 5 PM","false","+54 249 466-2133","+542494662133","ChIJfd56ynMnl5UR9g_suVSgXPc","B7203",,"6","38",,,,,,"2025-05-29T00:48:33.574Z","https://www.google.com/maps/search/tienda/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","tienda","Provincia de Buenos Aires","Av. Matheu 299","false","Repuestos Rauch","4.7","https://www.google.com/maps/search/?api=1&query=Repuestos%20Rauch&query_place_id=ChIJfd56ynMnl5UR9g_suVSgXPc","https://repuestosrauch.com.ar/"
,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Alvear 834, B7203AEV Buenos Aires, Provincia de Buenos Aires, Argentina","Comercio",,,,"Comercio","5940850311235600084","Buenos Aires","false","AR",,"0x9597275addff0eef:0x527223e1d0f77ed4",,"https://lh3.googleusercontent.com/p/AF1QipMI71Rpnm1OfJzZW-oC0v-B1_rer-k-XGup2VyI=w426-h240-k-no","4","false","/g/11bbrn1rdh","es-419","-36.7677616","-59.0941234",,"miércoles","8:30 AM to 8:30 PM","jueves","8:30 AM to 8:30 PM","viernes","8:30 AM to 8:30 PM","sábado","8:30 AM to 8:30 PM","domingo","Cerrado","lunes","8:30 AM to 8:30 PM","martes","8:30 AM to 8:30 PM","false","+54 249 400-2781","+542494002781","ChIJ7w7_3Vonl5UR1H730OEjclI","B7203",,"2","12",,,,,,"2025-05-29T00:48:35.063Z","https://www.google.com/maps/search/repuestos/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. Alvear 834","false","Repuestos jd","4.9","https://www.google.com/maps/search/?api=1&query=Repuestos%20jd&query_place_id=ChIJ7w7_3Vonl5UR1H730OEjclI",
,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 999, B7203 BPJ, Provincia de Buenos Aires, Argentina","Tienda de repuestos para automóviles",,,,"Tienda de repuestos para automóviles","8282044334566836722","BPJ","true","AR",,"0x95972741e9952db5:0x72efbb712fe489f2",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-K8nupH2BlIkHqKn9IyQIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.19257&pitch=0&thumbfov=100","1","false","/g/11bbrnr5sd","es-419","-36.7721069","-59.0856124",,,,,,,,,,,,,,,,"false","+54 2297 44-2936","+542297442936","ChIJtS2V6UEnl5UR8onkL3G773I","B7203",,"3","4",,,,,,"2025-05-29T00:48:35.063Z","https://www.google.com/maps/search/repuestos/@-36.76098091954768,-59.060869839137716,17z?hl=es-419","repuestos","Provincia de Buenos Aires","Av. San Martín 999","false","Gonzalez Carlos","5","https://www.google.com/maps/search/?api=1&query=Gonzalez%20Carlos&query_place_id=ChIJtS2V6UEnl5UR8onkL3G773I",
