"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Espacio accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Ambiente/0/A la moda","additionalInfo/Ambiente/1/Agradable","additionalInfo/Ambiente/2/Informal","additionalInfo/Ambiente/3/Relajado","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Aspectos destacados/0/Deliciosos postres","additionalInfo/Aspectos destacados/0/Muy buena selección de cervezas","additionalInfo/Aspectos destacados/1/Deportes","additionalInfo/Estacionamiento/0/Estacionamiento gratuito en la calle","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Menores/0/Ideal para ir con niños","additionalInfo/Menores/1/Tiene cambiadores de pañales","additionalInfo/Opciones de servicio/0/Asientos al aire libre","additionalInfo/Opciones de servicio/0/Citas en línea","additionalInfo/Opciones de servicio/0/Compras en tienda","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Retiros en la puerta","additionalInfo/Opciones de servicio/0/Servicios en el lugar","additionalInfo/Opciones de servicio/1/Citas en línea","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Entrega sin contacto","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/1/Retiros en la puerta","additionalInfo/Opciones de servicio/1/Servicios en el lugar","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega a domicilio","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/2/Servicios en el lugar","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/3/Para llevar","additionalInfo/Opciones de servicio/3/Retiro en tienda","additionalInfo/Opciones de servicio/3/Servicios en el lugar","additionalInfo/Opciones de servicio/4/Compras en tienda","additionalInfo/Opciones de servicio/4/Consumo en el lugar","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Para llevar","additionalInfo/Opciones de servicio/5/Consumo en el lugar","additionalInfo/Opciones de servicio/5/Servicios en el lugar","additionalInfo/Opciones de servicio/6/Entrega el mismo día","additionalInfo/Opciones del local/0/Cena","additionalInfo/Opciones del local/0/Espacio con asientos","additionalInfo/Opciones del local/1/Servicio en el mostrador","additionalInfo/Opciones del local/2/Postres","additionalInfo/Opciones del local/3/Espacio con asientos","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Planificación/0/Se aceptan reservas","additionalInfo/Planificación/0/Se requiere una cita","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Planificación/1/Visita rápida","additionalInfo/Popular por/0/Cena","additionalInfo/Popular por/1/Cena en solitario","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/0/Grupos","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Público usual/1/Recomendable para ir en familia","additionalInfo/Público usual/2/Turistas","additionalInfo/Qué ofrece/0/Alcohol","additionalInfo/Qué ofrece/0/Servicio de armado","additionalInfo/Qué ofrece/1/Aperitivos","additionalInfo/Qué ofrece/1/Cerveza","additionalInfo/Qué ofrece/2/Bocadillos","additionalInfo/Qué ofrece/2/Cócteles","additionalInfo/Qué ofrece/3/Cerveza","additionalInfo/Qué ofrece/3/Comida","additionalInfo/Qué ofrece/4/Comida en el bar","additionalInfo/Qué ofrece/4/Vino","additionalInfo/Servicios/0/Sanitario","additionalInfo/Servicios/0/Sanitarios unisex","additionalInfo/Servicios/0/Wi-Fi","additionalInfo/Servicios/1/Sanitarios unisex","additionalInfo/Servicios/1/Tiene Wi-Fi gratis","additionalInfo/Servicios/1/Tiene bar","additionalInfo/Servicios/2/Wi-Fi","additionalInfo/Servicios/3/Tiene Wi-Fi gratis","additionalOpeningHours/Horario de atención en línea/0/day","additionalOpeningHours/Horario de atención en línea/0/hours","additionalOpeningHours/Horario de atención en línea/1/day","additionalOpeningHours/Horario de atención en línea/1/hours","additionalOpeningHours/Horario de atención en línea/2/day","additionalOpeningHours/Horario de atención en línea/2/hours","additionalOpeningHours/Horario de atención en línea/3/day","additionalOpeningHours/Horario de atención en línea/3/hours","additionalOpeningHours/Horario de atención en línea/4/day","additionalOpeningHours/Horario de atención en línea/4/hours","additionalOpeningHours/Horario de atención en línea/5/day","additionalOpeningHours/Horario de atención en línea/5/hours","additionalOpeningHours/Horario de atención en línea/6/day","additionalOpeningHours/Horario de atención en línea/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","domain","emails/0","emails/1","emails/2","facebooks/0","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","isAdvertisement","kgmid","language","leadsEnrichment","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","phonesUncertain/4","phonesUncertain/5","phonesUncertain/6","phonesUncertain/7","phonesUncertain/8","phonesUncertain/9","phonesUncertain/10","phonesUncertain/11","phonesUncertain/12","phonesUncertain/13","phonesUncertain/14","phonesUncertain/15","phonesUncertain/16","phonesUncertain/17","phonesUncertain/18","phonesUncertain/19","phonesUncertain/20","phonesUncertain/21","phonesUncertain/22","phonesUncertain/23","phonesUncertain/24","phonesUncertain/25","phonesUncertain/26","phonesUncertain/27","phonesUncertain/28","phonesUncertain/29","phonesUncertain/30","phonesUncertain/31","phonesUncertain/32","phonesUncertain/33","phonesUncertain/34","phonesUncertain/35","phonesUncertain/36","phonesUncertain/37","phonesUncertain/38","phonesUncertain/39","phonesUncertain/40","phonesUncertain/41","phonesUncertain/42","phonesUncertain/43","phonesUncertain/44","phonesUncertain/45","phonesUncertain/46","phonesUncertain/47","phonesUncertain/48","phonesUncertain/49","phonesUncertain/50","phonesUncertain/51","phonesUncertain/52","phonesUncertain/53","phonesUncertain/54","phonesUncertain/55","phonesUncertain/56","phonesUncertain/57","phonesUncertain/58","phonesUncertain/59","phonesUncertain/60","phonesUncertain/61","phonesUncertain/62","phonesUncertain/63","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","tiktoks/0","title","totalScore","twitters/0","url","website","youtubes/0"
,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tienda de ropa","Service establishment",,,,,,,,,"Tienda de ropa","3632649726801993790",,"false",,,,,,,"0x95912192e4fcb9af:0x3269c3ae0f73e03e",,,,,"false","/g/11fj6x16k2","es-419",,,"-37.3357854","-59.1953212",,,,,,,,,,,,,,,,"false","+54 249 437-4284","+542494374284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJr7n85JIhkZURPuBzD67DaTI",,,"9",,"0",,,,,,"2025-05-28T23:43:07.377Z","https://www.google.com/maps/search/ventas/@-37.3286205,-59.083559562871464,16z?hl=es-419","ventas",,,"false",,"Guada Vig Ventas",,,"https://www.google.com/maps/search/?api=1&query=Guada%20Vig%20Ventas&query_place_id=ChIJr7n85JIhkZURPuBzD67DaTI",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarmiento 501, B7000 Tandil, Provincia de Buenos Aires, Argentina","Agencia inmobiliaria",,,,,,,,,,"Agencia inmobiliaria","15447507433171204558","Tandil","false","AR",,,,,,"0x95911ff6d8b77a9d:0xd660922a836039ce",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WX6laBIF2a-QlqrLiUowmg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=155.30823&pitch=0&thumbfov=100","4",,"false","/g/11p77fnv1h","es-419",,,"-37.3257056","-59.1385289",,"miércoles","9 AM to 4:30 PM","jueves","9 AM to 4:30 PM","viernes","9 AM to 4:30 PM","sábado","Cerrado","domingo","Cerrado","lunes","9 AM to 4:30 PM","martes","9 AM to 4:30 PM","false","+54 9 249 458-2489","+5492494582489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJnXq32PYfkZURzjlggyqSYNY","B7000",,"8",,"1",,,,,,"2025-05-28T23:43:07.377Z","https://www.google.com/maps/search/ventas/@-37.3286205,-59.083559562871464,16z?hl=es-419","ventas","Provincia de Buenos Aires","Sarmiento 501","false",,"Noelia Cuesta propiedades","5",,"https://www.google.com/maps/search/?api=1&query=Noelia%20Cuesta%20propiedades&query_place_id=ChIJnXq32PYfkZURzjlggyqSYNY",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Payró 900, B7000 Tandil, Provincia de Buenos Aires, Argentina","Urbanización",,,,,,,,,,"Urbanización","13383683405331721018","Tandil","true","AR",,,,,,"0x95911f779399b6c1:0xb9bc6525b9166b3a",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrRNnYP0oc0h83BMehFsCZiAaGSDBr_obqGT8QwA8DJHrRS0kDEGa4sRVTB-wh2I4OywOM-NhoucX7tMBFtrpE86DkT2sPekA-4PG42PXPZZKVRsd_jBMf8nHfgjgWzpVy1Ato=w408-h349-k-no","10",,"false","/g/11f3_67scn","es-419",,,"-37.3276822","-59.1517588",,,,,,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJwbaZk3cfkZUROmsWuSVlvLk",,,"7",,"0",,,,,,"2025-05-28T23:43:07.377Z","https://www.google.com/maps/search/ventas/@-37.3286205,-59.083559562871464,16z?hl=es-419","ventas","Provincia de Buenos Aires","Payró 900","false",,"Terrenos en venta",,,"https://www.google.com/maps/search/?api=1&query=Terrenos%20en%20venta&query_place_id=ChIJwbaZk3cfkZUROmsWuSVlvLk",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muñiz 536, B7000 Tandil, Provincia de Buenos Aires, Argentina","Agencia de marketing",,,,,,,,,,"Agencia de marketing","15682633741881781159","Tandil","false","AR",,,,,,"0x9590e11c1a73aab5:0xd9a3e84c4f6b2ba7",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dsY36HLDsL2pwnm5cCSqMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.5112&pitch=0&thumbfov=100","3",,"false","/g/11j2xy9d96","es-419",,,"-37.3105306","-59.1020449",,"miércoles","Abierto las 24 horas","jueves","Abierto las 24 horas","viernes","Abierto las 24 horas","sábado","Abierto las 24 horas","domingo","Cerrado","lunes","Abierto las 24 horas","martes","Abierto las 24 horas","false","+54 249 424-7264","+542494247264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJtapzGhzhkJURpytrT0zoo9k","B7000",,"6",,"0",,,,,,"2025-05-28T23:43:07.377Z","https://www.google.com/maps/search/ventas/@-37.3286205,-59.083559562871464,16z?hl=es-419","ventas","Provincia de Buenos Aires","Muñiz 536","false",,"Aumentar Ventas",,,"https://www.google.com/maps/search/?api=1&query=Aumentar%20Ventas&query_place_id=ChIJtapzGhzhkJURpytrT0zoo9k",,
,,,,,,,,,"true",,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Francia, B7000 Buenos Aires, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,,,,,,,"Tienda de alimentación","11682022348654256524","Buenos Aires","true","AR",,,,,,"0x95911f3243f9734b:0xa21ee16e9db6218c",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nquM2ysLfrfngLpX1mDtNP_oN1QybGS0i-TZRUv9YF9ubge43WrBa9dB5MU9Xrkg3LYQhU3auxhGHtcqFNBRZ9-n8U-C8Nbz6Y4nfhgK45noRiIxv7xUs3dbxEovYGef2CGxFPg=w408-h544-k-no","279",,"false","/g/11fjt9nd80","es-419",,,"-37.3675345","-59.1324132",,"miércoles","9 AM to 6 PM","jueves","9 AM to 6 PM","viernes","9 AM to 6 PM","sábado","9 AM to 6 PM","domingo","9 AM to 6 PM","lunes","9 AM to 6 PM","martes","9 AM to 6 PM","false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJS3P5QzIfkZURjCG2nW7hHqI",,,"4",,"488",,,,,,"2025-05-28T23:43:07.376Z","https://www.google.com/maps/search/ventas/@-37.3286205,-59.083559562871464,16z?hl=es-419","ventas","Provincia de Buenos Aires","Francia","false",,"LAS DINAS Venta al público","4.5",,"https://www.google.com/maps/search/?api=1&query=LAS%20DINAS%20Venta%20al%20p%C3%BAblico&query_place_id=ChIJS3P5QzIfkZURjCG2nW7hHqI",,
"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colectora Nte. L. M. Macaya 107, B7000 Tandil, Provincia de Buenos Aires, Argentina","Taller de maquinaria","Servicio de reparación de compresores de aire","Centro de jardinería","Ferretería","Servicio de reparación de cortadoras de césped","Tienda de cortadoras de césped","Proveedor de equipos de energía solar","Taller de reparación de herramientas","Concesionario de tractores","Taller de reparación de tractores","Taller de maquinaria","16459575789561774965","Tandil","false","AR","guia-dorada.com.ar","info@guia-dorada.com.ar",,,,"0x9590e1ab7c0b3b8d:0xe46c28f95a730375",,"https://lh3.googleusercontent.com/p/AF1QipMBnr8tFZLK8Hw26-fa1UlbWAcjEmfX05UgOA0C=w408-h263-k-no","208",,"false","/g/11ghzlb3h0","es-419",,,"-37.3194198","-59.1031875",,"miércoles","8 AM to 6 PM","jueves","8 AM to 6 PM","viernes","8 AM to 6 PM","sábado","8 AM to 1 PM","domingo","Cerrado","lunes","8 AM to 6 PM","martes","8 AM to 6 PM","false","+54 9 249 432-9476","+5492494329476",,"2494329476","(0249) 154-329476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJjTsLfKvhkJURdQNzWvkobOQ","B7000",,"5",,"64",,,,,,"2025-05-28T23:43:07.377Z","https://www.google.com/maps/search/ventas/@-37.3286205,-59.083559562871464,16z?hl=es-419","ventas","Provincia de Buenos Aires","Colectora Nte. L. M. Macaya 107","false",,"Vismara Hnos","4.8",,"https://www.google.com/maps/search/?api=1&query=Vismara%20Hnos&query_place_id=ChIJjTsLfKvhkJURdQNzWvkobOQ","https://www.guia-dorada.com.ar/guia/aviso-el-mejor-servicio-venta-y-reparacion-de-mini-tractores-corta-cesped-en-tandil-buenos-aires-25485.html",
"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,"true","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,,"Pellegrini 482, B7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de fiambres","Quesería",,,,,,,,,"Tienda de fiambres","4034390805937456416","Tandil","false","AR","laprovidenciatandil.com","ventas@laprovidenciatandil.com","laprovidenciatandil.ventas@gmail.com",,"https://www.facebook.com/Laprovidenciatandil/","0x95911f14d71ec6cd:0x37fd091019010520",,"https://lh3.googleusercontent.com/p/AF1QipO086SrUD93Vu7Ndc7goYj9Zlf8gPKDKH-wL7mK=w408-h541-k-no","121","https://www.instagram.com/laprovidenciatandil/","false","/g/11gslqfvpg","es-419",,,"-37.3185358","-59.1432328",,"miércoles","9:30 AM to 2 PM, 4 to 9 PM","jueves","9:30 AM to 2 PM, 4 to 9 PM","viernes","9:30 AM to 2 PM, 4 to 9 PM","sábado","9:30 AM to 2 PM, 4 to 9 PM","domingo","10:30 AM to 1 PM","lunes","9:30 AM to 2 PM, 4 to 9 PM","martes","9:30 AM to 2 PM, 4 to 9 PM","false","+54 9 249 462-7759","+5492494627759",,"2235820787","4222755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJzcYe1xQfkZURIAUBGRAJ_Tc","B7000",,"1",,"524",,,,,,"2025-05-28T23:43:07.374Z","https://www.google.com/maps/search/ventas/@-37.3286205,-59.083559562871464,16z?hl=es-419","ventas","Provincia de Buenos Aires","Pellegrini 482","false",,"Las Dinas Ventas","4.7",,"https://www.google.com/maps/search/?api=1&query=Las%20Dinas%20Ventas&query_place_id=ChIJzcYe1xQfkZURIAUBGRAJ_Tc","http://www.laprovidenciatandil.com/",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ugalde 1432, B7000 Tandil, Provincia de Buenos Aires, Argentina","Asesor",,,,,,,,,,"Asesor","89550737142959376","Tandil","false","AR",,,,,,"0x9591212273466c13:0x13e25ebc4c7cd10",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Po5Kazn22MaKn6Z9uBFqUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=216.3713&pitch=0&thumbfov=100","2",,"false","/g/11tcj06y4b","es-419",,,"-37.3071492","-59.1180597",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJE2xGcyIhkZUREM3HxOslPgE","B7000",,"10",,"0",,,,,,"2025-05-28T23:43:17.553Z","https://www.google.com/maps/search/ventas/@-37.27390904719215,-59.152427745709524,16z?hl=es-419","ventas","Provincia de Buenos Aires","Ugalde 1432","false",,"Emilia Ventas",,,"https://www.google.com/maps/search/?api=1&query=Emilia%20Ventas&query_place_id=ChIJE2xGcyIhkZUREM3HxOslPgE",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jujuy 79, B7000 Tandil, Provincia de Buenos Aires, Argentina",,,,,,,,,,,,"4021742266408580498","Tandil","true","AR",,,,,,"0x9591203a9c712931:0x37d019487f753592",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6vhQBRcKO0xOkxR56NKJUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.00916&pitch=0&thumbfov=100","1",,"false","/g/11krvhqmqm","es-419",,,"-37.3090205","-59.1517767",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJMSlxnDogkZURkjV1f0gZ0Dc","B7000",,"5",,"0",,,,,,"2025-05-28T23:43:17.439Z","https://www.google.com/maps/search/ventas/@-37.301264773596074,-59.18686183712855,16z?hl=es-419","ventas","Provincia de Buenos Aires","Jujuy 79","false",,"?Venta?",,,"https://www.google.com/maps/search/?api=1&query=%3FVenta%3F&query_place_id=ChIJMSlxnDogkZURkjV1f0gZ0Dc",,
,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,"true",,,,,,,"true",,"true",,,,,"true","true",,,,,,,"true",,,"true",,,"true","true",,,"true",,,,,,,,,,,,,,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,,"Av. Santamarina 563, C7000 Tandil, Provincia de Buenos Aires, Argentina","Tienda de fiambres",,,,,,,,,,"Tienda de fiambres","6534999756451265569","Tandil","false","AR","laprovidenciatandil.com","ventas@laprovidenciatandil.com","laprovidenciatandil.ventas@gmail.com",,"https://www.facebook.com/Laprovidenciatandil/","0x95911f9621540a61:0x5ab0fba7928abc21",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nogIWbDQ_kW0cMavWH4NsYI0ps-KfAt_Cv_iApjd2GYXOdyjnGqjZanC7lGLMDpwWIu0bi2dXxTEyaW7Y_83xoaVMGivFiCX_bsk5oETWHt6-b5ljzL9R06hOPpSshSCcnKTfmZYQ=w408-h725-k-no","59","https://www.instagram.com/laprovidenciatandil/","false","/g/11w8n8vx_p","es-419",,,"-37.3244059","-59.1302758",,"miércoles","9:30 AM to 2 PM, 5 to 9 PM","jueves","9:30 AM to 2 PM, 5 to 9 PM","viernes","9:30 AM to 2 PM, 5 to 9 PM","sábado","9:30 AM to 2 PM, 5 to 9 PM","domingo","10:30 AM to 1 PM","lunes","9:30 AM to 2 PM, 5 to 9 PM","martes","9 AM to 2 PM, 5 to 9 PM","false","+54 249 462-7759","+542494627759",,"2235820787","4222755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ChIJYQpUIZYfkZURIbyKkqf7sFo","C7000",,"2",,"28",,,,,,"2025-05-28T23:43:07.376Z","https://www.google.com/maps/search/ventas/@-37.3286205,-59.083559562871464,16z?hl=es-419","ventas","Provincia de Buenos Aires","Av. Santamarina 563","false",,"Salames Las Dinas Ventas (La Providencia)","4.9",,"https://www.google.com/maps/search/?api=1&query=Salames%20Las%20Dinas%20Ventas%20(La%20Providencia)&query_place_id=ChIJYQpUIZYfkZURIbyKkqf7sFo","https://www.laprovidenciatandil.com/",
